Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Harrisburg/Scranton,Weekly,"2019-12-01 00:00:00","Conventional ",1.070000000,267534.00,46117.00,130693.00,240.00,90485.00,73143.00,14318.00,3023.00
Harrisburg/Scranton,Weekly,"2019-11-24 00:00:00","Conventional ",1.070000000,284372.00,44140.00,141119.00,286.00,98827.00,82794.00,13221.00,2813.00
Harrisburg/Scranton,Weekly,"2019-11-17 00:00:00","Conventional ",1.110000000,276514.00,47454.00,142557.00,374.00,86129.00,68611.00,14949.00,2570.00
Harrisburg/Scranton,Weekly,"2019-11-10 00:00:00","Conventional ",1.080000000,288183.00,49237.00,142862.00,272.00,95811.00,81115.00,13895.00,801.00
Hartford/Springfield,Weekly,"2019-12-01 00:00:00","Conventional ",1.280000000,295126.00,6690.00,227490.00,396.00,60550.00,45751.00,13612.00,1187.00
Hartford/Springfield,Weekly,"2019-11-24 00:00:00","Conventional ",1.460000000,304365.00,6395.00,239633.00,494.00,57843.00,46395.00,10181.00,1267.00
Hartford/Springfield,Weekly,"2019-11-17 00:00:00","Conventional ",1.420000000,283451.00,5631.00,212843.00,599.00,64378.00,49104.00,13703.00,1571.00
Hartford/Springfield,Weekly,"2019-11-10 00:00:00","Conventional ",1.270000000,331151.00,6790.00,249586.00,515.00,74260.00,63167.00,10541.00,552.00
Houston,Weekly,"2019-12-01 00:00:00","Conventional ",0.750000000,1245032.00,636101.00,131274.00,1225.00,476432.00,157100.00,311376.00,7957.00
Houston,Weekly,"2019-11-24 00:00:00","Conventional ",0.820000000,1163784.00,466682.00,155743.00,861.00,540498.00,118791.00,411782.00,9925.00
Houston,Weekly,"2019-11-17 00:00:00","Conventional ",0.610000000,1394058.00,822866.00,163422.00,918.00,406852.00,109771.00,287841.00,9240.00
Houston,Weekly,"2019-11-10 00:00:00","Conventional ",0.830000000,1190079.00,450119.00,176155.00,1562.00,562243.00,132819.00,419829.00,9595.00
Indianapolis,Weekly,"2019-12-01 00:00:00","Conventional ",0.930000000,184808.00,49235.00,23128.00,4613.00,107833.00,97675.00,8577.00,1582.00
Indianapolis,Weekly,"2019-11-24 00:00:00","Conventional ",1.010000000,186709.00,43475.00,34047.00,4458.00,104729.00,95238.00,8962.00,529.00
Indianapolis,Weekly,"2019-11-17 00:00:00","Conventional ",1.010000000,203185.00,49281.00,29002.00,3113.00,121788.00,113345.00,8053.00,390.00
Indianapolis,Weekly,"2019-11-10 00:00:00","Conventional ",0.980000000,218144.00,46213.00,40288.00,2944.00,128699.00,116202.00,12322.00,175.00
Jacksonville,Weekly,"2019-12-01 00:00:00","Conventional ",0.900000000,187636.00,68484.00,6138.00,421.00,112593.00,27220.00,84442.00,930.00
Jacksonville,Weekly,"2019-11-24 00:00:00","Conventional ",0.890000000,198335.00,75352.00,5776.00,716.00,116490.00,38790.00,76659.00,1041.00
Jacksonville,Weekly,"2019-11-17 00:00:00","Conventional ",0.920000000,211391.00,79500.00,5779.00,712.00,125400.00,31898.00,92411.00,1090.00
Jacksonville,Weekly,"2019-11-10 00:00:00","Conventional ",0.910000000,237098.00,82248.00,6928.00,607.00,147315.00,43853.00,101897.00,1564.00
"Las Vegas",Weekly,"2019-12-01 00:00:00","Conventional ",1.010000000,253090.00,47554.00,44509.00,355.00,160672.00,52998.00,107671.00,3.00
"Las Vegas",Weekly,"2019-11-24 00:00:00","Conventional ",1.020000000,301020.00,50614.00,46823.00,408.00,203175.00,78998.00,124176.00,0.00
"Las Vegas",Weekly,"2019-11-17 00:00:00","Conventional ",1.020000000,344495.00,52673.00,59858.00,479.00,231484.00,90857.00,140627.00,0.00
"Las Vegas",Weekly,"2019-11-10 00:00:00","Conventional ",0.970000000,351565.00,59392.00,62245.00,468.00,229459.00,89725.00,139730.00,5.00
"Los Angeles",Weekly,"2019-12-01 00:00:00","Conventional ",1.110000000,2342793.00,650687.00,87122.00,158615.00,1446369.00,755614.00,431489.00,259266.00
"Los Angeles",Weekly,"2019-11-24 00:00:00","Conventional ",1.120000000,2490834.00,711125.00,75208.00,137956.00,1566545.00,926698.00,404215.00,235632.00
"Los Angeles",Weekly,"2019-11-17 00:00:00","Conventional ",1.090000000,2745893.00,804164.00,86232.00,147421.00,1708076.00,970809.00,446592.00,290674.00
"Los Angeles",Weekly,"2019-11-10 00:00:00","Conventional ",1.080000000,2882540.00,812981.00,104516.00,178471.00,1786572.00,1003140.00,462926.00,320506.00
Louisville,Weekly,"2019-12-01 00:00:00","Conventional ",1.120000000,75748.00,19540.00,7899.00,98.00,48212.00,26917.00,21242.00,52.00
Louisville,Weekly,"2019-11-24 00:00:00","Conventional ",0.960000000,102905.00,27431.00,10690.00,150.00,64634.00,45190.00,19044.00,401.00
Louisville,Weekly,"2019-11-17 00:00:00","Conventional ",0.910000000,124646.00,32062.00,9057.00,149.00,83377.00,68696.00,14066.00,615.00
Louisville,Weekly,"2019-11-10 00:00:00","Conventional ",1.120000000,92747.00,22080.00,10228.00,111.00,60328.00,41829.00,16807.00,1692.00
"Miami/Ft. Lauderdale",Weekly,"2019-12-01 00:00:00","Conventional ",0.920000000,825618.00,299625.00,24816.00,2790.00,498388.00,100080.00,394049.00,4259.00
"Miami/Ft. Lauderdale",Weekly,"2019-11-24 00:00:00","Conventional ",0.940000000,897255.00,324086.00,28190.00,3094.00,541885.00,125425.00,411774.00,4686.00
"Miami/Ft. Lauderdale",Weekly,"2019-11-17 00:00:00","Conventional ",0.940000000,958715.00,382069.00,32322.00,3886.00,540437.00,148901.00,391030.00,507.00
"Miami/Ft. Lauderdale",Weekly,"2019-11-10 00:00:00","Conventional ",0.910000000,1063527.00,352771.00,34421.00,3539.00,672797.00,270283.00,398643.00,3871.00
Midsouth,Weekly,"2019-12-01 00:00:00","Conventional ",1.150000000,2628160.00,764012.00,603582.00,11783.00,1248784.00,877600.00,365488.00,5696.00
Midsouth,Weekly,"2019-11-24 00:00:00","Conventional ",1.110000000,3030863.00,833363.00,693778.00,12007.00,1491714.00,1029664.00,446981.00,15070.00
Midsouth,Weekly,"2019-11-17 00:00:00","Conventional ",1.070000000,3355033.00,976100.00,748435.00,14081.00,1616416.00,1163964.00,441686.00,10766.00
Midsouth,Weekly,"2019-11-10 00:00:00","Conventional ",1.150000000,3152291.00,849369.00,721329.00,14598.00,1566995.00,1116504.00,431634.00,18857.00
Nashville,Weekly,"2019-12-01 00:00:00","Conventional ",0.940000000,189609.00,76624.00,5554.00,187.00,107245.00,82183.00,24983.00,78.00
Nashville,Weekly,"2019-11-24 00:00:00","Conventional ",0.920000000,225289.00,86024.00,6615.00,247.00,132403.00,107005.00,24615.00,783.00
Nashville,Weekly,"2019-11-17 00:00:00","Conventional ",0.910000000,241897.00,97339.00,7552.00,313.00,136694.00,118351.00,17748.00,595.00
Nashville,Weekly,"2019-11-10 00:00:00","Conventional ",0.970000000,218335.00,90646.00,7214.00,294.00,120181.00,100214.00,19856.00,111.00
"New Orleans/Mobile",Weekly,"2019-12-01 00:00:00","Conventional ",0.800000000,243370.00,111975.00,7567.00,172.00,123657.00,86393.00,30724.00,6539.00
"New Orleans/Mobile",Weekly,"2019-11-24 00:00:00","Conventional ",0.900000000,250574.00,110202.00,7748.00,146.00,132478.00,92975.00,31200.00,8303.00
"New Orleans/Mobile",Weekly,"2019-11-17 00:00:00","Conventional ",0.900000000,256123.00,102642.00,8277.00,213.00,144991.00,103313.00,33542.00,8137.00
"New Orleans/Mobile",Weekly,"2019-11-10 00:00:00","Conventional ",0.870000000,312021.00,124113.00,9447.00,211.00,178250.00,106080.00,64111.00,8059.00
"New York",Weekly,"2019-12-01 00:00:00","Conventional ",1.370000000,1460535.00,28321.00,836393.00,6460.00,589362.00,392868.00,191956.00,4538.00
"New York",Weekly,"2019-11-24 00:00:00","Conventional ",1.410000000,1945229.00,36769.00,1379832.00,12845.00,515783.00,392066.00,120491.00,3225.00
"New York",Weekly,"2019-11-17 00:00:00","Conventional ",1.380000000,1560221.00,27788.00,854469.00,9798.00,668167.00,410209.00,255376.00,2582.00
"New York",Weekly,"2019-11-10 00:00:00","Conventional ",1.290000000,1713256.00,31992.00,1078718.00,8447.00,594099.00,457628.00,136125.00,346.00
Northeast,Weekly,"2019-12-01 00:00:00","Conventional ",1.260000000,4082082.00,194667.00,2404397.00,9550.00,1473469.00,891397.00,562527.00,19545.00
Northeast,Weekly,"2019-11-24 00:00:00","Conventional ",1.310000000,4730726.00,186952.00,3146956.00,16810.00,1380008.00,924723.00,437032.00,18253.00
Northeast,Weekly,"2019-11-17 00:00:00","Conventional ",1.230000000,4859961.00,181146.00,3116474.00,14627.00,1547714.00,958620.00,574254.00,14839.00
Northeast,Weekly,"2019-11-10 00:00:00","Conventional ",1.230000000,4746020.00,193411.00,2984146.00,12491.00,1555972.00,1139813.00,408683.00,7476.00
"Northern New England",Weekly,"2019-12-01 00:00:00","Conventional ",1.240000000,372531.00,7719.00,292376.00,113.00,72323.00,28750.00,42961.00,612.00
"Northern New England",Weekly,"2019-11-24 00:00:00","Conventional ",1.150000000,399456.00,7787.00,319486.00,194.00,71989.00,19760.00,51088.00,1141.00
"Northern New England",Weekly,"2019-11-17 00:00:00","Conventional ",0.960000000,700739.00,8961.00,621301.00,182.00,70294.00,24771.00,44162.00,1362.00
"Northern New England",Weekly,"2019-11-10 00:00:00","Conventional ",1.260000000,426537.00,7849.00,344787.00,149.00,73751.00,29811.00,42798.00,1143.00
Orlando,Weekly,"2019-12-01 00:00:00","Conventional ",0.880000000,428057.00,170027.00,10610.00,2173.00,245247.00,85018.00,156338.00,3891.00
Orlando,Weekly,"2019-11-24 00:00:00","Conventional ",0.920000000,426644.00,176175.00,11056.00,2497.00,236916.00,86673.00,148058.00,2186.00
Orlando,Weekly,"2019-11-17 00:00:00","Conventional ",0.930000000,495162.00,185730.00,10959.00,2978.00,295494.00,107259.00,187305.00,930.00
Orlando,Weekly,"2019-11-10 00:00:00","Conventional ",0.900000000,562422.00,194731.00,12413.00,3136.00,352142.00,147808.00,199623.00,4711.00
Philadelphia,Weekly,"2019-12-01 00:00:00","Conventional ",1.160000000,446546.00,17228.00,227178.00,774.00,201366.00,154964.00,42975.00,3428.00
Philadelphia,Weekly,"2019-11-24 00:00:00","Conventional ",1.250000000,534168.00,21183.00,323646.00,1235.00,188105.00,152799.00,32169.00,3137.00
Philadelphia,Weekly,"2019-11-17 00:00:00","Conventional ",1.240000000,469011.00,20378.00,252191.00,949.00,195494.00,143512.00,49298.00,2683.00
Philadelphia,Weekly,"2019-11-10 00:00:00","Conventional ",1.170000000,523568.00,18156.00,290805.00,877.00,213730.00,173509.00,39454.00,767.00
Phoenix/Tucson,Weekly,"2019-12-01 00:00:00","Conventional ",0.830000000,952037.00,331216.00,174320.00,3066.00,443435.00,171078.00,272344.00,13.00
Phoenix/Tucson,Weekly,"2019-11-24 00:00:00","Conventional ",0.720000000,1296770.00,549913.00,191074.00,4134.00,551649.00,204906.00,346743.00,0.00
Phoenix/Tucson,Weekly,"2019-11-17 00:00:00","Conventional ",0.780000000,1364364.00,452969.00,259501.00,3492.00,648402.00,214487.00,433911.00,4.00
Phoenix/Tucson,Weekly,"2019-11-10 00:00:00","Conventional ",0.760000000,1467608.00,498649.00,312308.00,3571.00,653079.00,227405.00,425667.00,7.00
Pittsburgh,Weekly,"2019-12-01 00:00:00","Conventional ",0.950000000,109020.00,39375.00,7667.00,276.00,61702.00,24301.00,37335.00,67.00
Pittsburgh,Weekly,"2019-11-24 00:00:00","Conventional ",1.210000000,94942.00,24709.00,8370.00,355.00,61508.00,34674.00,26017.00,816.00
Pittsburgh,Weekly,"2019-11-17 00:00:00","Conventional ",1.210000000,94209.00,21915.00,12002.00,415.00,59877.00,34044.00,25433.00,400.00
Pittsburgh,Weekly,"2019-11-10 00:00:00","Conventional ",1.210000000,117343.00,29251.00,12723.00,399.00,74971.00,40133.00,34237.00,600.00
Plains,Weekly,"2019-12-01 00:00:00","Conventional ",1.070000000,1562959.00,614215.00,359346.00,11788.00,577610.00,480498.00,58594.00,38518.00
Plains,Weekly,"2019-11-24 00:00:00","Conventional ",1.100000000,1595685.00,594719.00,372642.00,13014.00,615311.00,512140.00,61329.00,41842.00
Plains,Weekly,"2019-11-17 00:00:00","Conventional ",1.080000000,1710632.00,675346.00,334680.00,16813.00,683793.00,567209.00,82868.00,33717.00
Plains,Weekly,"2019-11-10 00:00:00","Conventional ",0.880000000,2267856.00,1243906.00,328622.00,13723.00,681604.00,587216.00,63043.00,31346.00
Portland,Weekly,"2019-12-01 00:00:00","Conventional ",1.150000000,490926.00,60911.00,89054.00,5661.00,335300.00,212431.00,107832.00,15037.00
Portland,Weekly,"2019-11-24 00:00:00","Conventional ",1.140000000,589822.00,58526.00,122069.00,7648.00,401579.00,193517.00,189203.00,18858.00
Portland,Weekly,"2019-11-17 00:00:00","Conventional ",1.050000000,708470.00,55543.00,133364.00,5075.00,514488.00,306734.00,190041.00,17713.00
Portland,Weekly,"2019-11-10 00:00:00","Conventional ",1.170000000,612551.00,66473.00,119372.00,5597.00,421109.00,272006.00,131770.00,17333.00
Raleigh/Greensboro,Weekly,"2019-12-01 00:00:00","Conventional ",1.150000000,275881.00,112271.00,42628.00,3029.00,117953.00,83557.00,34332.00,63.00
Raleigh/Greensboro,Weekly,"2019-11-24 00:00:00","Conventional ",1.140000000,300412.00,111492.00,45231.00,3035.00,140654.00,83712.00,55758.00,1184.00
Raleigh/Greensboro,Weekly,"2019-11-17 00:00:00","Conventional ",1.050000000,338053.00,131150.00,50532.00,3697.00,152674.00,88701.00,63890.00,82.00
Raleigh/Greensboro,Weekly,"2019-11-10 00:00:00","Conventional ",1.140000000,328357.00,119380.00,47422.00,3628.00,157926.00,98406.00,59506.00,14.00
Richmond/Norfolk,Weekly,"2019-12-01 00:00:00","Conventional ",1.140000000,208014.00,59670.00,45275.00,604.00,102465.00,77871.00,24475.00,118.00
Richmond/Norfolk,Weekly,"2019-11-24 00:00:00","Conventional ",1.050000000,252456.00,71115.00,48949.00,649.00,131744.00,102008.00,28687.00,1049.00
Richmond/Norfolk,Weekly,"2019-11-17 00:00:00","Conventional ",1.000000000,277146.00,89505.00,53708.00,678.00,133255.00,103299.00,29235.00,721.00
Richmond/Norfolk,Weekly,"2019-11-10 00:00:00","Conventional ",1.160000000,256992.00,73544.00,51819.00,809.00,130821.00,102211.00,26498.00,2112.00
Roanoke,Weekly,"2019-12-01 00:00:00","Conventional ",1.140000000,120364.00,38114.00,19315.00,23.00,62912.00,39938.00,22744.00,230.00
Roanoke,Weekly,"2019-11-24 00:00:00","Conventional ",1.030000000,154489.00,46005.00,20335.00,8.00,88140.00,61084.00,26275.00,781.00
Roanoke,Weekly,"2019-11-17 00:00:00","Conventional ",0.970000000,180321.00,54487.00,22198.00,24.00,103613.00,80010.00,22762.00,840.00
Roanoke,Weekly,"2019-11-10 00:00:00","Conventional ",1.160000000,154019.00,40451.00,21424.00,46.00,92098.00,63856.00,26537.00,1705.00
Sacramento,Weekly,"2019-12-01 00:00:00","Conventional ",1.360000000,364657.00,99561.00,163497.00,3898.00,97701.00,67412.00,23435.00,6855.00
Sacramento,Weekly,"2019-11-24 00:00:00","Conventional ",1.360000000,401513.00,106684.00,169023.00,4611.00,121194.00,87382.00,25473.00,8339.00
Sacramento,Weekly,"2019-11-17 00:00:00","Conventional ",1.500000000,376690.00,102436.00,154143.00,3935.00,116175.00,81476.00,28940.00,5759.00
Sacramento,Weekly,"2019-11-10 00:00:00","Conventional ",1.190000000,492351.00,109552.00,222428.00,4249.00,156121.00,76989.00,72689.00,6443.00
"San Diego",Weekly,"2019-12-01 00:00:00","Conventional ",1.120000000,461970.00,74317.00,39738.00,11328.00,336587.00,139824.00,194401.00,2361.00
"San Diego",Weekly,"2019-11-24 00:00:00","Conventional ",1.140000000,481632.00,83192.00,31826.00,8958.00,357655.00,170910.00,182100.00,4645.00
"San Diego",Weekly,"2019-11-17 00:00:00","Conventional ",1.130000000,497664.00,86476.00,38462.00,13210.00,359517.00,170818.00,187252.00,1447.00
"San Diego",Weekly,"2019-11-10 00:00:00","Conventional ",1.120000000,508923.00,88924.00,46494.00,16835.00,356669.00,184090.00,172553.00,26.00
"San Francisco",Weekly,"2019-12-01 00:00:00","Conventional ",1.540000000,651150.00,165708.00,213226.00,8627.00,263588.00,127030.00,124618.00,11940.00
"San Francisco",Weekly,"2019-11-24 00:00:00","Conventional ",1.380000000,705207.00,189668.00,238130.00,8587.00,268821.00,126142.00,126839.00,15840.00
"San Francisco",Weekly,"2019-11-17 00:00:00","Conventional ",1.380000000,766166.00,217894.00,265515.00,7674.00,275084.00,120635.00,144448.00,10001.00
"San Francisco",Weekly,"2019-11-10 00:00:00","Conventional ",1.030000000,1077911.00,232879.00,413932.00,7337.00,423763.00,108344.00,304238.00,11181.00
Seattle,Weekly,"2019-12-01 00:00:00","Conventional ",1.340000000,433827.00,60958.00,56130.00,953.00,315786.00,149134.00,166483.00,169.00
Seattle,Weekly,"2019-11-24 00:00:00","Conventional ",1.280000000,581170.00,62137.00,95568.00,885.00,422581.00,157768.00,264109.00,704.00
Seattle,Weekly,"2019-11-17 00:00:00","Conventional ",1.290000000,611120.00,66834.00,90895.00,1041.00,452351.00,226263.00,224043.00,2045.00
Seattle,Weekly,"2019-11-10 00:00:00","Conventional ",1.330000000,588940.00,71077.00,76653.00,1071.00,440140.00,241837.00,194522.00,3780.00
"South Carolina",Weekly,"2019-12-01 00:00:00","Conventional ",1.040000000,332956.00,127604.00,27335.00,861.00,177157.00,121346.00,55017.00,793.00
"South Carolina",Weekly,"2019-11-24 00:00:00","Conventional ",1.040000000,351567.00,134517.00,29631.00,1025.00,186394.00,134346.00,50349.00,1700.00
"South Carolina",Weekly,"2019-11-17 00:00:00","Conventional ",1.030000000,392818.00,152145.00,36589.00,1277.00,202807.00,141375.00,57986.00,3446.00
"South Carolina",Weekly,"2019-11-10 00:00:00","Conventional ",1.070000000,399826.00,148147.00,33448.00,1146.00,217085.00,139297.00,68750.00,9039.00
"South Central",Weekly,"2019-12-01 00:00:00","Conventional ",0.770000000,5751174.00,2751497.00,693683.00,88033.00,2217962.00,1306353.00,845561.00,66047.00
"South Central",Weekly,"2019-11-24 00:00:00","Conventional ",0.810000000,5874957.00,2515299.00,731315.00,88037.00,2540305.00,1405914.00,1056164.00,78228.00
"South Central",Weekly,"2019-11-17 00:00:00","Conventional ",0.720000000,6975597.00,3349782.00,733569.00,82565.00,2809681.00,1674360.00,1060667.00,74654.00
"South Central",Weekly,"2019-11-10 00:00:00","Conventional ",0.850000000,6082743.00,2482927.00,771689.00,90381.00,2737746.00,1437960.00,1221525.00,78262.00
Southeast,Weekly,"2019-12-01 00:00:00","Conventional ",0.920000000,4159478.00,1627660.00,157328.00,11159.00,2363331.00,1091186.00,1246483.00,25662.00
Southeast,Weekly,"2019-11-24 00:00:00","Conventional ",0.930000000,4428872.00,1730575.00,170833.00,13552.00,2513912.00,1222444.00,1262829.00,28638.00
Southeast,Weekly,"2019-11-17 00:00:00","Conventional ",0.940000000,4871974.00,1911794.00,196462.00,15890.00,2747828.00,1330457.00,1404408.00,12963.00
Southeast,Weekly,"2019-11-10 00:00:00","Conventional ",0.940000000,5238635.00,1892497.00,197743.00,15360.00,3133036.00,1585359.00,1509885.00,37792.00
Spokane,Weekly,"2019-12-01 00:00:00","Conventional ",1.100000000,72401.00,17071.00,6996.00,83.00,48250.00,26189.00,22053.00,8.00
Spokane,Weekly,"2019-11-24 00:00:00","Conventional ",1.140000000,95720.00,15850.00,13167.00,77.00,66626.00,22948.00,43455.00,223.00
Spokane,Weekly,"2019-11-17 00:00:00","Conventional ",1.170000000,99145.00,13040.00,13178.00,64.00,72864.00,39359.00,32142.00,1363.00
Spokane,Weekly,"2019-11-10 00:00:00","Conventional ",1.210000000,94866.00,15921.00,10362.00,27.00,68555.00,40602.00,26396.00,1557.00
"St. Louis",Weekly,"2019-12-01 00:00:00","Conventional ",1.170000000,142816.00,58484.00,10054.00,488.00,73790.00,66459.00,1102.00,6229.00
"St. Louis",Weekly,"2019-11-24 00:00:00","Conventional ",1.190000000,139342.00,55999.00,11281.00,449.00,71614.00,62669.00,1834.00,7110.00
"St. Louis",Weekly,"2019-11-17 00:00:00","Conventional ",1.190000000,141779.00,57898.00,8029.00,487.00,75365.00,67459.00,2835.00,5071.00
"St. Louis",Weekly,"2019-11-10 00:00:00","Conventional ",1.020000000,185204.00,78194.00,7288.00,355.00,99366.00,94271.00,587.00,4508.00
Syracuse,Weekly,"2019-12-01 00:00:00","Conventional ",1.170000000,60154.00,2168.00,33606.00,15.00,24366.00,5091.00,18293.00,982.00
Syracuse,Weekly,"2019-11-24 00:00:00","Conventional ",1.170000000,63564.00,2379.00,36219.00,60.00,24906.00,9396.00,14891.00,619.00
Syracuse,Weekly,"2019-11-17 00:00:00","Conventional ",1.130000000,81580.00,2762.00,54697.00,22.00,24099.00,11334.00,12588.00,177.00
Syracuse,Weekly,"2019-11-10 00:00:00","Conventional ",1.230000000,67223.00,2627.00,38285.00,37.00,26273.00,15471.00,10501.00,300.00
Tampa,Weekly,"2019-12-01 00:00:00","Conventional ",0.870000000,476865.00,182182.00,11680.00,1480.00,281524.00,86817.00,190534.00,4172.00
Tampa,Weekly,"2019-11-24 00:00:00","Conventional ",0.880000000,490594.00,187403.00,13041.00,1648.00,288501.00,86152.00,199790.00,2559.00
Tampa,Weekly,"2019-11-17 00:00:00","Conventional ",0.870000000,577458.00,198818.00,13450.00,1983.00,363207.00,101773.00,260738.00,695.00
Tampa,Weekly,"2019-11-10 00:00:00","Conventional ",0.860000000,656013.00,206939.00,14109.00,1794.00,433171.00,142538.00,282466.00,8168.00
"Total U.S.",Weekly,"2019-12-01 00:00:00","Conventional ",1.050000000,31319054.00,9291631.00,6238096.00,585262.00,15204064.00,8665497.00,5986828.00,551739.00
"Total U.S.",Weekly,"2019-11-24 00:00:00","Conventional ",1.060000000,34631238.00,9568975.00,7488155.00,647375.00,16926733.00,9572128.00,6756021.00,598584.00
"Total U.S.",Weekly,"2019-11-17 00:00:00","Conventional ",1.020000000,37883934.00,10859987.00,7674135.00,586287.00,18763525.00,10882824.00,7272877.00,607824.00
"Total U.S.",Weekly,"2019-11-10 00:00:00","Conventional ",1.010000000,39062078.00,10717154.00,8561348.00,714813.00,19068763.00,10984070.00,7410528.00,674164.00
West,Weekly,"2019-12-01 00:00:00","Conventional ",1.050000000,5280362.00,1393100.00,741621.00,44288.00,3101354.00,1445574.00,1609116.00,46664.00
West,Weekly,"2019-11-24 00:00:00","Conventional ",0.990000000,6593230.00,1665407.00,968301.00,50871.00,3908650.00,1601371.00,2241704.00,65575.00
West,Weekly,"2019-11-17 00:00:00","Conventional ",1.000000000,7031520.00,1468758.00,1111598.00,39620.00,4411544.00,1955657.00,2381272.00,74616.00
