Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Spokane,Weekly,"2018-01-07 00:00:00",Organic,1.740000000,3788.91,212.72,1413.85,0.00,2162.34,600.00,1562.34,0.00
"St. Louis",Weekly,"2018-01-07 00:00:00",Organic,1.490000000,11148.12,842.57,815.93,0.00,9489.62,7538.34,1951.28,0.00
Syracuse,Weekly,"2018-01-07 00:00:00",Organic,1.250000000,4764.47,59.95,133.89,0.00,4570.63,3125.05,1445.58,0.00
Tampa,Weekly,"2018-01-07 00:00:00",Organic,1.510000000,7370.53,42.17,400.58,0.00,6927.78,6921.12,6.66,0.00
West,Weekly,"2018-01-07 00:00:00",Organic,1.480000000,297190.60,34734.97,62967.74,157.77,199330.12,103761.55,95544.39,24.18
"West Tex/New Mexico",Weekly,"2018-01-07 00:00:00",Organic,1.620000000,17489.58,2894.77,2356.13,224.53,12014.15,11988.14,26.01,0.00
"Total U.S.",Weekly,"2018-01-14 00:00:00",Organic,1.590000000,1476651.08,145680.62,323669.83,1580.01,1005593.78,858772.69,146808.97,12.12
Albany,Weekly,"2018-01-14 00:00:00",Organic,1.470000000,4140.95,7.30,301.87,0.00,3831.78,3831.78,0.00,0.00
Atlanta,Weekly,"2018-01-14 00:00:00",Organic,1.560000000,16151.70,291.55,3583.40,0.00,12276.75,7227.80,5048.95,0.00
Baltimore/Washington,Weekly,"2018-01-14 00:00:00",Organic,1.390000000,66149.27,1264.25,10025.87,105.72,54753.43,54746.77,6.66,0.00
Boise,Weekly,"2018-01-14 00:00:00",Organic,1.810000000,2130.13,51.93,802.89,0.00,1275.31,350.29,925.02,0.00
Boston,Weekly,"2018-01-14 00:00:00",Organic,1.730000000,29468.36,12.77,2380.23,0.00,27075.36,23926.76,3148.60,0.00
Buffalo/Rochester,Weekly,"2018-01-14 00:00:00",Organic,1.190000000,10864.95,318.70,133.26,0.00,10412.99,3248.18,7164.81,0.00
California,Weekly,"2018-01-14 00:00:00",Organic,1.610000000,216681.04,52253.40,95353.95,0.00,69073.69,69054.51,19.18,0.00
Charlotte,Weekly,"2018-01-14 00:00:00",Organic,1.450000000,19522.15,17.87,7132.92,241.85,12129.51,12116.18,13.33,0.00
Chicago,Weekly,"2018-01-14 00:00:00",Organic,1.790000000,44955.89,133.39,31177.44,0.00,13645.06,13635.06,10.00,0.00
Cincinnati/Dayton,Weekly,"2018-01-14 00:00:00",Organic,1.710000000,19434.36,610.29,5917.68,0.00,12906.39,4369.52,8536.87,0.00
Columbus,Weekly,"2018-01-14 00:00:00",Organic,1.300000000,10424.33,977.00,1620.14,0.00,7827.19,7350.79,476.40,0.00
"Dallas/Ft. Worth",Weekly,"2018-01-14 00:00:00",Organic,1.540000000,25628.61,5179.65,577.30,0.00,19871.66,16878.39,2993.27,0.00
Denver,Weekly,"2018-01-14 00:00:00",Organic,1.530000000,36501.82,8395.91,839.11,53.61,27213.19,25789.59,1423.60,0.00
Detroit,Weekly,"2018-01-14 00:00:00",Organic,1.320000000,20636.96,750.22,3266.56,0.00,16598.98,15422.79,1176.19,0.00
"Grand Rapids",Weekly,"2018-01-14 00:00:00",Organic,1.320000000,10308.41,14.16,1519.63,0.00,8774.62,8744.72,29.90,0.00
"Great Lakes",Weekly,"2018-01-14 00:00:00",Organic,1.450000000,243959.31,5573.56,58518.98,0.00,179739.93,130909.33,48830.60,0.00
Harrisburg/Scranton,Weekly,"2018-01-14 00:00:00",Organic,1.450000000,23826.74,175.52,199.52,5.07,23446.63,23446.63,0.00,0.00
Hartford/Springfield,Weekly,"2018-01-14 00:00:00",Organic,2.020000000,14448.86,122.85,4410.11,0.00,9915.90,9911.02,4.88,0.00
Houston,Weekly,"2018-01-14 00:00:00",Organic,1.490000000,35522.77,11013.42,108.93,0.00,24400.42,23953.75,446.67,0.00
Indianapolis,Weekly,"2018-01-14 00:00:00",Organic,1.460000000,13651.18,221.76,1861.23,0.00,11544.01,8183.14,3360.87,0.00
Jacksonville,Weekly,"2018-01-14 00:00:00",Organic,1.570000000,2808.84,44.77,587.12,5.12,2171.83,2171.83,0.00,0.00
"Las Vegas",Weekly,"2018-01-14 00:00:00",Organic,1.980000000,9883.94,1497.55,2199.58,0.00,6186.81,6180.41,6.40,0.00
"Los Angeles",Weekly,"2018-01-14 00:00:00",Organic,1.680000000,106624.63,15769.61,39738.42,0.00,51116.60,51104.40,12.20,0.00
Louisville,Weekly,"2018-01-14 00:00:00",Organic,1.540000000,3737.85,0.00,1199.91,0.00,2537.94,1769.94,768.00,0.00
"Miami/Ft. Lauderdale",Weekly,"2018-01-14 00:00:00",Organic,1.440000000,7957.68,50.65,203.70,0.00,7703.33,7700.00,3.33,0.00
Midsouth,Weekly,"2018-01-14 00:00:00",Organic,1.480000000,218369.75,2747.68,51221.04,926.79,163474.24,152552.08,10922.16,0.00
Nashville,Weekly,"2018-01-14 00:00:00",Organic,1.580000000,7618.85,47.32,2392.03,0.00,5179.50,3581.76,1597.74,0.00
"New Orleans/Mobile",Weekly,"2018-01-14 00:00:00",Organic,1.420000000,7130.97,158.28,101.58,0.00,6871.11,6847.77,23.34,0.00
"New York",Weekly,"2018-01-14 00:00:00",Organic,1.910000000,86632.25,7433.43,17885.26,49.43,61264.13,60763.71,500.42,0.00
Northeast,Weekly,"2018-01-14 00:00:00",Organic,1.670000000,272690.13,14282.25,33534.86,58.59,224814.43,206708.26,18106.17,0.00
"Northern New England",Weekly,"2018-01-14 00:00:00",Organic,1.460000000,22637.04,6.00,211.84,0.00,22419.20,22419.20,0.00,0.00
Orlando,Weekly,"2018-01-14 00:00:00",Organic,1.550000000,6659.77,86.64,639.81,0.00,5933.32,5926.66,6.66,0.00
Philadelphia,Weekly,"2018-01-14 00:00:00",Organic,1.630000000,30339.71,2315.82,3563.73,8.40,24451.76,24402.26,49.50,0.00
Phoenix/Tucson,Weekly,"2018-01-14 00:00:00",Organic,1.770000000,13514.36,3618.90,2795.53,0.00,7099.93,7086.72,13.21,0.00
Pittsburgh,Weekly,"2018-01-14 00:00:00",Organic,1.390000000,13344.06,1422.34,38.22,0.00,11883.50,11880.17,3.33,0.00
Plains,Weekly,"2018-01-14 00:00:00",Organic,1.730000000,63884.71,4071.65,16536.40,2.44,43274.22,29216.82,14057.40,0.00
Portland,Weekly,"2018-01-14 00:00:00",Organic,1.820000000,20964.96,3966.90,4441.29,0.00,12556.77,1364.14,11187.07,5.56
Raleigh/Greensboro,Weekly,"2018-01-14 00:00:00",Organic,1.530000000,23359.01,119.42,6900.26,219.92,16119.41,15798.76,320.65,0.00
Richmond/Norfolk,Weekly,"2018-01-14 00:00:00",Organic,1.330000000,18253.00,354.81,3471.49,78.62,14348.08,13243.48,1104.60,0.00
Roanoke,Weekly,"2018-01-14 00:00:00",Organic,1.550000000,9598.35,187.70,2080.55,0.00,7330.10,5644.04,1686.06,0.00
Sacramento,Weekly,"2018-01-14 00:00:00",Organic,1.600000000,9939.69,3653.04,4484.42,0.00,1802.23,1802.23,0.00,0.00
"San Diego",Weekly,"2018-01-14 00:00:00",Organic,1.810000000,21770.02,3285.98,14338.52,0.00,4145.52,4145.52,0.00,0.00
"San Francisco",Weekly,"2018-01-14 00:00:00",Organic,1.320000000,37347.89,19301.15,14957.23,0.00,3089.51,3089.51,0.00,0.00
Seattle,Weekly,"2018-01-14 00:00:00",Organic,2.030000000,36228.45,1147.33,18370.39,9.23,16701.50,1630.19,15063.98,7.33
"South Carolina",Weekly,"2018-01-14 00:00:00",Organic,1.310000000,18678.63,67.80,4372.27,114.33,14124.23,13152.29,971.94,0.00
"South Central",Weekly,"2018-01-14 00:00:00",Organic,1.500000000,146720.73,31829.24,4472.99,0.00,110418.50,102266.31,8152.19,0.00
Southeast,Weekly,"2018-01-14 00:00:00",Organic,1.420000000,106345.74,1053.73,16596.47,158.66,88536.88,78949.63,9587.25,0.00
Spokane,Weekly,"2018-01-14 00:00:00",Organic,1.850000000,4412.54,150.54,1948.36,0.00,2313.64,564.45,1749.19,0.00
"St. Louis",Weekly,"2018-01-14 00:00:00",Organic,1.970000000,8138.94,2054.96,1185.62,0.00,4898.36,2004.40,2893.96,0.00
Syracuse,Weekly,"2018-01-14 00:00:00",Organic,1.250000000,4343.09,116.19,64.16,0.00,4162.74,1986.09,2176.65,0.00
Tampa,Weekly,"2018-01-14 00:00:00",Organic,1.530000000,7238.04,106.98,496.61,0.00,6634.45,6634.45,0.00,0.00
West,Weekly,"2018-01-14 00:00:00",Organic,1.820000000,207999.67,33869.12,47435.14,433.52,126261.89,89115.78,37133.99,12.12
"West Tex/New Mexico",Weekly,"2018-01-14 00:00:00",Organic,1.930000000,16205.22,1527.63,2981.04,727.01,10969.54,10919.54,50.00,0.00
"Total U.S.",Weekly,"2018-01-21 00:00:00",Organic,1.630000000,1283987.65,108705.28,259172.13,1490.02,914409.26,710654.40,203526.59,228.27
Albany,Weekly,"2018-01-21 00:00:00",Organic,1.540000000,3346.54,14.67,253.01,0.00,3078.86,3078.86,0.00,0.00
Atlanta,Weekly,"2018-01-21 00:00:00",Organic,1.640000000,18554.97,349.05,3967.66,0.00,14238.26,6204.43,8033.83,0.00
Baltimore/Washington,Weekly,"2018-01-21 00:00:00",Organic,1.660000000,38098.21,1450.87,9262.48,65.08,27319.78,27315.34,4.44,0.00
Boise,Weekly,"2018-01-21 00:00:00",Organic,1.810000000,2446.13,41.05,577.32,0.00,1827.76,284.43,1541.86,1.47
Boston,Weekly,"2018-01-21 00:00:00",Organic,1.820000000,26704.98,60.87,2647.48,0.00,23996.63,21985.03,2011.60,0.00
Buffalo/Rochester,Weekly,"2018-01-21 00:00:00",Organic,1.230000000,7288.58,309.80,119.81,0.00,6858.97,3581.40,3277.57,0.00
California,Weekly,"2018-01-21 00:00:00",Organic,1.690000000,181974.98,34411.37,64513.67,0.00,83049.94,83022.84,27.10,0.00
Charlotte,Weekly,"2018-01-21 00:00:00",Organic,1.620000000,12422.70,8.94,5461.01,246.99,6705.76,6703.12,2.64,0.00
Chicago,Weekly,"2018-01-21 00:00:00",Organic,1.820000000,36688.67,83.93,28134.16,0.00,8470.58,8470.58,0.00,0.00
Cincinnati/Dayton,Weekly,"2018-01-21 00:00:00",Organic,1.600000000,18364.37,678.73,5179.83,0.00,12505.81,2688.54,9817.27,0.00
Columbus,Weekly,"2018-01-21 00:00:00",Organic,1.500000000,8977.97,613.65,1852.11,0.00,6512.21,4083.63,2428.58,0.00
"Dallas/Ft. Worth",Weekly,"2018-01-21 00:00:00",Organic,1.500000000,24032.87,4244.71,360.17,0.00,19427.99,17607.80,1820.19,0.00
Denver,Weekly,"2018-01-21 00:00:00",Organic,1.550000000,30143.30,7841.79,687.20,32.61,21581.70,20613.26,968.44,0.00
Detroit,Weekly,"2018-01-21 00:00:00",Organic,1.410000000,22121.43,826.25,3379.62,0.00,17890.60,11215.49,6675.11,0.00
"Grand Rapids",Weekly,"2018-01-21 00:00:00",Organic,1.310000000,8566.64,4.26,1118.80,0.00,7443.58,7418.31,25.27,0.00
"Great Lakes",Weekly,"2018-01-21 00:00:00",Organic,1.410000000,235021.50,5114.24,53205.28,0.00,176491.02,89986.79,86504.23,0.00
Harrisburg/Scranton,Weekly,"2018-01-21 00:00:00",Organic,1.590000000,15829.03,225.43,166.81,19.20,15417.59,15410.91,6.68,0.00
Hartford/Springfield,Weekly,"2018-01-21 00:00:00",Organic,2.120000000,12308.98,97.64,4096.79,1.39,8113.16,8079.06,34.10,0.00
Houston,Weekly,"2018-01-21 00:00:00",Organic,1.410000000,32722.61,7335.69,43.11,0.00,25343.81,25100.48,243.33,0.00
Indianapolis,Weekly,"2018-01-21 00:00:00",Organic,1.480000000,9495.46,281.81,1266.88,0.00,7884.46,4149.72,3734.74,0.00
Jacksonville,Weekly,"2018-01-21 00:00:00",Organic,1.770000000,3510.16,67.15,597.85,6.46,2838.70,2105.56,733.14,0.00
"Las Vegas",Weekly,"2018-01-21 00:00:00",Organic,1.910000000,7491.53,1096.07,1280.31,0.00,5115.15,5115.15,0.00,0.00
"Los Angeles",Weekly,"2018-01-21 00:00:00",Organic,1.750000000,94441.50,9239.41,24527.98,0.00,60674.11,60647.03,27.08,0.00
Louisville,Weekly,"2018-01-21 00:00:00",Organic,1.600000000,4170.14,1.00,1008.63,0.00,3160.51,1596.03,1564.48,0.00
"Miami/Ft. Lauderdale",Weekly,"2018-01-21 00:00:00",Organic,1.460000000,7557.32,127.92,285.41,0.00,7143.99,7143.99,0.00,0.00
Midsouth,Weekly,"2018-01-21 00:00:00",Organic,1.680000000,152056.12,3204.14,44350.14,763.49,103738.35,84681.87,19056.48,0.00
Nashville,Weekly,"2018-01-21 00:00:00",Organic,1.680000000,8546.30,59.53,2081.22,0.00,6405.55,2314.95,4090.60,0.00
"New Orleans/Mobile",Weekly,"2018-01-21 00:00:00",Organic,1.420000000,5509.30,259.52,123.76,0.00,5126.02,5035.55,90.47,0.00
"New York",Weekly,"2018-01-21 00:00:00",Organic,1.910000000,71760.69,5732.09,13124.59,157.72,52746.29,52130.98,615.31,0.00
Northeast,Weekly,"2018-01-21 00:00:00",Organic,1.750000000,215742.94,11683.16,26922.85,162.73,176974.20,167900.81,9073.39,0.00
"Northern New England",Weekly,"2018-01-21 00:00:00",Organic,1.590000000,22101.10,4.00,664.79,0.00,21432.31,21432.31,0.00,0.00
Orlando,Weekly,"2018-01-21 00:00:00",Organic,1.530000000,6993.97,113.71,598.05,0.00,6282.21,6278.88,3.33,0.00
Philadelphia,Weekly,"2018-01-21 00:00:00",Organic,1.730000000,23115.66,2121.11,2654.73,3.61,18336.21,18326.57,9.64,0.00
Phoenix/Tucson,Weekly,"2018-01-21 00:00:00",Organic,1.780000000,12112.82,2178.78,1901.41,0.00,8032.63,8031.33,1.30,0.00
Pittsburgh,Weekly,"2018-01-21 00:00:00",Organic,1.470000000,7834.07,1296.15,18.33,0.00,6519.59,6519.59,0.00,0.00
Plains,Weekly,"2018-01-21 00:00:00",Organic,1.690000000,65835.39,3266.67,17088.92,9.85,45469.95,32422.77,13047.18,0.00
Portland,Weekly,"2018-01-21 00:00:00",Organic,1.800000000,25108.84,3170.73,3086.95,10.07,18841.09,1279.19,17489.16,72.74
Raleigh/Greensboro,Weekly,"2018-01-21 00:00:00",Organic,1.860000000,14627.48,167.64,5921.25,176.32,8362.27,8026.25,336.02,0.00
Richmond/Norfolk,Weekly,"2018-01-21 00:00:00",Organic,1.580000000,12458.09,521.57,3808.38,90.71,8037.43,6246.99,1790.44,0.00
Roanoke,Weekly,"2018-01-21 00:00:00",Organic,1.670000000,7935.53,219.52,1633.41,0.00,6082.60,3524.73,2557.87,0.00
Sacramento,Weekly,"2018-01-21 00:00:00",Organic,1.620000000,8933.22,3017.16,3954.94,0.00,1961.12,1961.12,0.00,0.00
"San Diego",Weekly,"2018-01-21 00:00:00",Organic,1.950000000,18676.37,1088.49,9282.37,0.00,8305.51,8305.51,0.00,0.00
"San Francisco",Weekly,"2018-01-21 00:00:00",Organic,1.360000000,27919.45,13037.67,11998.44,0.00,2883.34,2883.34,0.00,0.00
Seattle,Weekly,"2018-01-21 00:00:00",Organic,2.020000000,33986.68,928.10,12632.06,23.62,20402.90,1469.79,18905.41,27.70
"South Carolina",Weekly,"2018-01-21 00:00:00",Organic,1.400000000,17566.45,105.95,4280.36,73.29,13106.85,11152.35,1954.50,0.00
"South Central",Weekly,"2018-01-21 00:00:00",Organic,1.440000000,138349.93,22596.66,3200.09,0.00,112553.18,105354.48,7198.70,0.00
Southeast,Weekly,"2018-01-21 00:00:00",Organic,1.480000000,105688.73,1379.60,16329.87,114.48,87864.78,71192.79,16671.99,0.00
Spokane,Weekly,"2018-01-21 00:00:00",Organic,1.760000000,4532.08,227.35,1340.50,0.00,2964.23,745.55,2216.30,2.38
"St. Louis",Weekly,"2018-01-21 00:00:00",Organic,1.770000000,6887.80,1559.68,823.81,0.00,4504.31,2868.51,1635.80,0.00
Syracuse,Weekly,"2018-01-21 00:00:00",Organic,1.270000000,3159.80,92.12,73.17,0.00,2994.51,2117.69,876.82,0.00
Tampa,Weekly,"2018-01-21 00:00:00",Organic,1.520000000,6871.05,76.66,407.09,0.00,6387.30,6375.55,11.75,0.00
West,Weekly,"2018-01-21 00:00:00",Organic,1.830000000,189317.99,27049.44,33561.32,439.47,128267.76,76091.99,51947.50,228.27
"West Tex/New Mexico",Weekly,"2018-01-21 00:00:00",Organic,1.870000000,13766.76,1191.92,2452.79,727.94,9394.11,9351.80,42.31,0.00
"Total U.S.",Weekly,"2018-01-28 00:00:00",Organic,1.610000000,1336979.09,118616.17,280080.34,1270.61,936859.49,796104.27,140652.84,102.38
Albany,Weekly,"2018-01-28 00:00:00",Organic,1.320000000,6987.56,433.66,374.96,0.00,6178.94,6178.94,0.00,0.00
Atlanta,Weekly,"2018-01-28 00:00:00",Organic,1.670000000,14446.26,390.17,5130.48,0.00,8925.61,5602.18,3323.43,0.00
Baltimore/Washington,Weekly,"2018-01-28 00:00:00",Organic,1.550000000,44059.08,1236.06,8807.18,147.27,33868.57,33859.68,8.89,0.00
Boise,Weekly,"2018-01-28 00:00:00",Organic,1.780000000,2419.64,52.42,580.64,0.00,1786.58,294.66,1490.43,1.49
Boston,Weekly,"2018-01-28 00:00:00",Organic,1.720000000,30846.35,14.65,1628.45,0.00,29203.25,27876.23,1327.02,0.00
Buffalo/Rochester,Weekly,"2018-01-28 00:00:00",Organic,1.170000000,13405.95,232.33,150.46,0.00,13023.16,11059.23,1963.93,0.00
California,Weekly,"2018-01-28 00:00:00",Organic,1.870000000,170998.81,30070.62,58357.89,0.00,82570.30,82563.11,7.19,0.00
Charlotte,Weekly,"2018-01-28 00:00:00",Organic,1.760000000,12432.58,21.47,6626.86,271.36,5512.89,5080.46,432.43,0.00
Chicago,Weekly,"2018-01-28 00:00:00",Organic,1.720000000,40770.94,215.40,31318.93,0.00,9236.61,9236.61,0.00,0.00
Cincinnati/Dayton,Weekly,"2018-01-28 00:00:00",Organic,1.510000000,15027.47,702.32,4805.49,0.00,9519.66,3133.44,6386.22,0.00
Columbus,Weekly,"2018-01-28 00:00:00",Organic,1.430000000,7669.31,564.77,1557.33,0.00,5547.21,4090.06,1457.15,0.00
"Dallas/Ft. Worth",Weekly,"2018-01-28 00:00:00",Organic,1.450000000,26069.14,4936.84,476.06,0.00,20656.24,19613.20,1043.04,0.00
Denver,Weekly,"2018-01-28 00:00:00",Organic,1.510000000,27513.73,6132.33,550.80,36.18,20794.42,20366.98,427.44,0.00
Detroit,Weekly,"2018-01-28 00:00:00",Organic,1.290000000,20073.36,738.01,3026.96,0.00,16298.93,12972.63,3326.30,0.00
"Grand Rapids",Weekly,"2018-01-28 00:00:00",Organic,1.260000000,8251.66,45.63,737.22,0.00,7468.81,7468.81,0.00,0.00
"Great Lakes",Weekly,"2018-01-28 00:00:00",Organic,1.420000000,200318.01,4791.32,53866.78,0.00,141507.43,101734.66,39772.77,0.00
Harrisburg/Scranton,Weekly,"2018-01-28 00:00:00",Organic,1.490000000,21849.91,409.50,280.03,19.17,21141.21,21137.86,3.35,0.00
Hartford/Springfield,Weekly,"2018-01-28 00:00:00",Organic,1.900000000,18973.89,468.61,10161.69,2.79,8340.80,8340.80,0.00,0.00
Houston,Weekly,"2018-01-28 00:00:00",Organic,1.450000000,26854.20,10288.17,114.77,0.00,16451.26,16394.59,56.67,0.00
Indianapolis,Weekly,"2018-01-28 00:00:00",Organic,1.400000000,8935.85,205.04,1254.73,0.00,7455.25,4711.37,2743.88,0.00
Jacksonville,Weekly,"2018-01-28 00:00:00",Organic,2.010000000,5704.39,160.85,1076.66,6.49,4460.39,1776.66,2683.73,0.00
"Las Vegas",Weekly,"2018-01-28 00:00:00",Organic,1.780000000,8672.12,1005.73,2110.22,0.00,5556.17,5538.46,17.71,0.00
"Los Angeles",Weekly,"2018-01-28 00:00:00",Organic,1.730000000,97026.15,11366.10,25056.37,0.00,60603.68,60596.54,7.14,0.00
Louisville,Weekly,"2018-01-28 00:00:00",Organic,1.480000000,3245.58,1.27,1036.16,0.00,2208.15,1853.15,355.00,0.00
"Miami/Ft. Lauderdale",Weekly,"2018-01-28 00:00:00",Organic,1.430000000,7883.77,162.09,272.81,0.00,7448.87,7448.87,0.00,0.00
Midsouth,Weekly,"2018-01-28 00:00:00",Organic,1.620000000,162896.45,3033.33,48878.50,911.57,110073.05,101010.31,9062.74,0.00
Nashville,Weekly,"2018-01-28 00:00:00",Organic,1.630000000,6610.16,41.96,2301.94,0.00,4266.26,2704.59,1561.67,0.00
"New Orleans/Mobile",Weekly,"2018-01-28 00:00:00",Organic,1.430000000,8245.33,258.61,212.78,0.00,7773.94,7341.10,432.84,0.00
"New York",Weekly,"2018-01-28 00:00:00",Organic,1.750000000,96380.28,13196.30,24933.01,128.24,58122.73,56090.23,2032.50,0.00
Northeast,Weekly,"2018-01-28 00:00:00",Organic,1.560000000,319174.35,23903.56,45738.71,143.80,249388.28,242631.48,6756.80,0.00
"Northern New England",Weekly,"2018-01-28 00:00:00",Organic,1.290000000,50288.63,0.00,383.92,0.00,49904.71,49904.71,0.00,0.00
Orlando,Weekly,"2018-01-28 00:00:00",Organic,1.670000000,8402.79,197.96,1131.65,0.00,7073.18,5671.11,1402.07,0.00
Philadelphia,Weekly,"2018-01-28 00:00:00",Organic,1.610000000,28257.18,3878.22,3721.44,7.64,20649.88,20602.87,47.01,0.00
Phoenix/Tucson,Weekly,"2018-01-28 00:00:00",Organic,1.690000000,13125.79,1802.37,2243.06,0.00,9080.36,9073.81,6.55,0.00
Pittsburgh,Weekly,"2018-01-28 00:00:00",Organic,1.380000000,13137.18,1259.41,10.08,0.00,11867.69,11867.69,0.00,0.00
Plains,Weekly,"2018-01-28 00:00:00",Organic,1.640000000,56920.22,2711.12,14479.56,0.00,39729.54,27818.91,11910.63,0.00
Portland,Weekly,"2018-01-28 00:00:00",Organic,1.800000000,21678.23,2550.43,2656.25,0.00,16471.55,1006.14,15459.73,5.68
Raleigh/Greensboro,Weekly,"2018-01-28 00:00:00",Organic,1.900000000,13996.05,145.91,6494.37,156.02,7199.75,6924.72,275.03,0.00
Richmond/Norfolk,Weekly,"2018-01-28 00:00:00",Organic,1.440000000,15001.51,422.41,3934.40,93.87,10550.83,9656.85,893.98,0.00
Roanoke,Weekly,"2018-01-28 00:00:00",Organic,1.630000000,8243.33,221.71,2293.88,0.00,5727.74,4884.05,843.69,0.00
Sacramento,Weekly,"2018-01-28 00:00:00",Organic,1.990000000,7631.73,2280.40,3098.00,0.00,2253.33,2253.33,0.00,0.00
"San Diego",Weekly,"2018-01-28 00:00:00",Organic,1.910000000,17579.47,1145.64,8284.41,0.00,8149.42,8149.42,0.00,0.00
"San Francisco",Weekly,"2018-01-28 00:00:00",Organic,2.270000000,20325.75,9368.06,8808.80,0.00,2148.89,2148.89,0.00,0.00
Seattle,Weekly,"2018-01-28 00:00:00",Organic,1.990000000,35988.00,954.77,11558.54,32.00,23442.69,1487.79,21867.48,87.42
"South Carolina",Weekly,"2018-01-28 00:00:00",Organic,1.460000000,14938.24,110.46,5096.23,94.82,9636.73,8443.69,1193.04,0.00
"South Central",Weekly,"2018-01-28 00:00:00",Organic,1.420000000,137453.79,29301.71,4418.91,0.00,103733.17,98629.14,5104.03,0.00
Southeast,Weekly,"2018-01-28 00:00:00",Organic,1.550000000,103243.02,1886.12,21288.86,121.72,79946.32,63894.49,16051.83,0.00
Spokane,Weekly,"2018-01-28 00:00:00",Organic,1.700000000,4300.76,195.24,1169.26,0.00,2936.26,535.55,2400.71,0.00
"St. Louis",Weekly,"2018-01-28 00:00:00",Organic,1.760000000,6297.35,1399.87,649.18,0.00,4248.30,2360.00,1888.30,0.00
Syracuse,Weekly,"2018-01-28 00:00:00",Organic,1.190000000,6393.58,30.09,128.49,0.00,6235.00,5670.94,564.06,0.00
Tampa,Weekly,"2018-01-28 00:00:00",Organic,1.610000000,7695.89,156.01,859.20,0.00,6680.68,5567.39,1113.29,0.00
West,Weekly,"2018-01-28 00:00:00",Organic,1.800000000,185974.53,22918.40,33051.14,93.52,129911.47,77822.23,51986.86,102.38
"West Tex/New Mexico",Weekly,"2018-01-28 00:00:00",Organic,1.710000000,13888.04,1191.70,3431.50,0.00,9264.84,8940.04,324.80,0.00
"Total U.S.",Weekly,"2018-02-04 00:00:00",Organic,1.530000000,1384683.41,117922.52,287724.61,1703.52,977084.84,774695.74,201878.69,510.41
Albany,Weekly,"2018-02-04 00:00:00",Organic,1.520000000,4124.96,118.38,420.36,0.00,3586.22,3586.22,0.00,0.00
Atlanta,Weekly,"2018-02-04 00:00:00",Organic,1.620000000,11900.41,384.29,4042.55,0.00,7473.57,5731.98,1741.59,0.00
Baltimore/Washington,Weekly,"2018-02-04 00:00:00",Organic,1.590000000,41615.66,1201.51,7408.22,85.69,32920.24,32904.68,15.56,0.00
Boise,Weekly,"2018-02-04 00:00:00",Organic,1.800000000,2594.90,76.84,590.46,0.00,1927.60,492.63,1376.55,58.42
Boston,Weekly,"2018-02-04 00:00:00",Organic,1.830000000,28934.01,9.14,2504.27,3.66,26416.94,20660.94,5756.00,0.00
Buffalo/Rochester,Weekly,"2018-02-04 00:00:00",Organic,1.180000000,14307.71,204.51,181.60,0.00,13921.60,4203.80,9717.80,0.00
California,Weekly,"2018-02-04 00:00:00",Organic,1.560000000,188212.98,38078.53,60551.97,0.00,89582.48,89527.66,54.82,0.00
Charlotte,Weekly,"2018-02-04 00:00:00",Organic,1.890000000,13273.93,26.28,5187.80,201.87,7857.98,7613.73,244.25,0.00
Chicago,Weekly,"2018-02-04 00:00:00",Organic,1.620000000,46956.84,313.29,32668.25,0.00,13975.30,13975.30,0.00,0.00
Cincinnati/Dayton,Weekly,"2018-02-04 00:00:00",Organic,1.690000000,11196.30,628.58,4438.31,0.00,6129.41,4339.23,1790.18,0.00
Columbus,Weekly,"2018-02-04 00:00:00",Organic,1.470000000,7422.15,587.11,1186.62,0.00,5648.42,5453.09,195.33,0.00
"Dallas/Ft. Worth",Weekly,"2018-02-04 00:00:00",Organic,1.370000000,28070.22,4977.37,561.14,0.00,22531.71,22281.20,250.51,0.00
Denver,Weekly,"2018-02-04 00:00:00",Organic,1.510000000,16458.72,3746.88,496.84,23.49,12191.51,12101.76,89.75,0.00
Detroit,Weekly,"2018-02-04 00:00:00",Organic,1.320000000,17541.66,580.19,2434.85,0.00,14480.83,13820.72,660.11,0.00
"Grand Rapids",Weekly,"2018-02-04 00:00:00",Organic,1.210000000,8320.22,15.77,626.63,0.00,7677.82,7677.82,0.00,0.00
"Great Lakes",Weekly,"2018-02-04 00:00:00",Organic,1.450000000,185270.31,4670.38,53564.29,0.00,126791.01,114470.10,12320.91,0.00
Harrisburg/Scranton,Weekly,"2018-02-04 00:00:00",Organic,1.500000000,21055.52,322.53,300.03,6.03,20426.93,20329.15,97.78,0.00
Hartford/Springfield,Weekly,"2018-02-04 00:00:00",Organic,1.940000000,17404.84,142.97,8510.44,15.34,8736.09,8736.09,0.00,0.00
Houston,Weekly,"2018-02-04 00:00:00",Organic,1.430000000,27155.44,10163.94,216.52,0.00,16774.98,16644.99,129.99,0.00
Indianapolis,Weekly,"2018-02-04 00:00:00",Organic,1.360000000,9773.21,275.47,1302.43,0.00,8144.50,5633.86,2510.64,0.00
Jacksonville,Weekly,"2018-02-04 00:00:00",Organic,1.620000000,2838.38,57.22,465.58,0.00,2315.58,2008.90,306.68,0.00
"Las Vegas",Weekly,"2018-02-04 00:00:00",Organic,1.790000000,9503.13,1479.32,1512.78,0.00,6511.03,6465.39,45.64,0.00
