Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
"Miami/Ft. Lauderdale",Weekly,"2020-01-26 00:00:00",Organic,1.180000000,10938.61,674.17,0.00,0.00,10264.44,10264.44,0.00,0.00
Midsouth,Weekly,"2020-01-26 00:00:00",Organic,1.390000000,219646.26,2716.73,26877.31,436.93,189615.29,166216.12,23399.17,0.00
Nashville,Weekly,"2020-01-26 00:00:00",Organic,1.460000000,11378.93,84.15,1016.70,0.00,10278.08,7498.33,2779.75,0.00
"New Orleans/Mobile",Weekly,"2020-01-26 00:00:00",Organic,1.140000000,4727.08,267.08,3.00,0.00,4457.00,4457.00,0.00,0.00
"New York",Weekly,"2020-01-26 00:00:00",Organic,1.660000000,96534.17,19104.55,13504.42,122.20,63803.00,59272.40,4530.60,0.00
Northeast,Weekly,"2020-01-26 00:00:00",Organic,1.500000000,281205.65,29320.11,29754.21,106.84,222024.49,193885.83,28138.66,0.00
"Northern New England",Weekly,"2020-01-26 00:00:00",Organic,1.450000000,26226.68,81.57,629.41,0.00,25515.70,18434.97,7080.73,0.00
Orlando,Weekly,"2020-01-26 00:00:00",Organic,1.130000000,9035.85,108.41,3.00,0.00,8924.44,8924.44,0.00,0.00
Philadelphia,Weekly,"2020-01-26 00:00:00",Organic,1.360000000,35621.51,3045.18,3759.79,0.00,28816.54,25839.05,2977.49,0.00
Phoenix/Tucson,Weekly,"2020-01-26 00:00:00",Organic,1.440000000,24615.71,4464.07,1263.96,0.00,18887.68,16035.87,2851.81,0.00
Pittsburgh,Weekly,"2020-01-26 00:00:00",Organic,1.140000000,15255.67,1490.84,24.63,0.00,13740.20,13740.20,0.00,0.00
Plains,Weekly,"2020-01-26 00:00:00",Organic,1.390000000,61648.64,6825.09,4562.07,0.00,50261.48,42022.75,8238.73,0.00
Portland,Weekly,"2020-01-26 00:00:00",Organic,1.860000000,32521.51,43.33,11911.23,0.00,20566.95,12435.10,8128.00,3.85
Raleigh/Greensboro,Weekly,"2020-01-26 00:00:00",Organic,1.860000000,17992.59,933.59,3548.17,194.06,13316.77,11532.12,1784.65,0.00
Richmond/Norfolk,Weekly,"2020-01-26 00:00:00",Organic,1.240000000,21960.69,111.92,1634.61,5.32,20208.84,18482.27,1726.57,0.00
Roanoke,Weekly,"2020-01-26 00:00:00",Organic,1.130000000,18204.04,25.79,1377.28,0.00,16800.97,14152.26,2648.71,0.00
Sacramento,Weekly,"2020-01-26 00:00:00",Organic,1.690000000,15658.57,1742.58,1881.04,0.00,12034.95,12031.81,3.14,0.00
"San Diego",Weekly,"2020-01-26 00:00:00",Organic,1.720000000,27585.40,820.20,929.47,0.00,25835.73,17990.33,7845.40,0.00
"San Francisco",Weekly,"2020-01-26 00:00:00",Organic,2.000000000,58211.27,3308.83,4281.27,0.00,50621.17,50503.30,117.87,0.00
Seattle,Weekly,"2020-01-26 00:00:00",Organic,1.480000000,67461.35,263.71,32480.37,7.99,34709.28,8302.69,26406.59,0.00
"South Carolina",Weekly,"2020-01-26 00:00:00",Organic,1.530000000,20761.79,558.65,3632.69,130.01,16440.44,13976.22,2464.22,0.00
"South Central",Weekly,"2020-01-26 00:00:00",Organic,1.340000000,131314.57,18204.79,1457.13,2749.30,108903.35,76929.66,31973.69,0.00
Southeast,Weekly,"2020-01-26 00:00:00",Organic,1.290000000,141103.93,2187.95,11497.93,137.82,127280.23,111558.06,15722.17,0.00
Spokane,Weekly,"2020-01-26 00:00:00",Organic,1.630000000,4704.77,14.98,1200.66,0.00,3489.13,1296.60,2192.53,0.00
"St. Louis",Weekly,"2020-01-26 00:00:00",Organic,2.090000000,9071.57,2851.65,1776.60,0.00,4443.32,2220.00,2223.32,0.00
Syracuse,Weekly,"2020-01-26 00:00:00",Organic,1.430000000,3266.78,120.44,97.02,0.00,3049.32,1744.95,1304.37,0.00
Tampa,Weekly,"2020-01-26 00:00:00",Organic,1.150000000,9497.86,123.53,1.00,0.00,9373.33,9373.33,0.00,0.00
"Total U.S.",Weekly,"2020-01-26 00:00:00",Organic,1.440000000,1701009.45,108818.36,166076.47,4202.12,1421897.31,1190893.61,230944.34,59.36
West,Weekly,"2020-01-26 00:00:00",Organic,1.440000000,337570.19,25168.68,60280.38,771.23,251349.90,196496.21,54794.33,59.36
"West Tex/New Mexico",Weekly,"2020-01-26 00:00:00",Organic,1.400000000,26160.83,1372.13,504.69,1758.52,22525.49,20688.41,1837.08,0.00
Albany,Weekly,"2020-02-02 00:00:00","Conventional ",0.950000000,211532.44,5355.48,179942.09,224.47,26010.40,12207.97,12379.10,1423.33
Atlanta,Weekly,"2020-02-02 00:00:00","Conventional ",0.880000000,1011539.76,436791.05,67601.63,774.14,506372.94,359763.03,146579.82,30.09
Baltimore/Washington,Weekly,"2020-02-02 00:00:00","Conventional ",1.130000000,1282598.37,141042.32,486626.63,3356.63,651572.79,397500.37,253922.42,150.00
Boise,Weekly,"2020-02-02 00:00:00","Conventional ",0.920000000,157296.29,51155.66,7015.17,2956.78,96168.68,60132.55,26333.46,9702.67
Boston,Weekly,"2020-02-02 00:00:00","Conventional ",1.190000000,859319.82,17581.35,556855.87,1270.45,283612.15,139883.29,143712.20,16.66
Buffalo/Rochester,Weekly,"2020-02-02 00:00:00","Conventional ",0.970000000,258671.76,10021.00,110138.63,104.47,138407.66,67986.96,67682.92,2737.78
California,Weekly,"2020-02-02 00:00:00","Conventional ",0.850000000,11197432.54,3138004.82,1448450.08,309766.52,6301211.12,3349847.78,2389749.50,561613.84
Charlotte,Weekly,"2020-02-02 00:00:00","Conventional ",0.820000000,488751.85,193582.35,70191.27,3084.16,221894.07,182620.21,39130.52,143.34
Chicago,Weekly,"2020-02-02 00:00:00","Conventional ",0.730000000,1507323.36,147781.19,560271.73,29954.77,769315.67,594049.98,175128.18,137.51
Cincinnati/Dayton,Weekly,"2020-02-02 00:00:00","Conventional ",0.750000000,472906.72,67612.78,31185.89,31335.30,342772.75,282787.52,42637.09,17348.14
Columbus,Weekly,"2020-02-02 00:00:00","Conventional ",0.660000000,345776.34,87043.18,27405.23,2442.18,228885.75,189506.45,38138.75,1240.55
"Dallas/Ft. Worth",Weekly,"2020-02-02 00:00:00","Conventional ",0.620000000,2165376.03,843800.00,219408.71,26684.09,1075483.23,633285.37,441816.90,380.96
Denver,Weekly,"2020-02-02 00:00:00","Conventional ",0.930000000,1384951.69,235574.42,199539.86,4523.15,945314.26,344777.19,588992.90,11544.17
Detroit,Weekly,"2020-02-02 00:00:00","Conventional ",0.680000000,899959.89,153639.36,84941.34,123630.11,537749.08,487647.26,33798.33,16303.49
"Grand Rapids",Weekly,"2020-02-02 00:00:00","Conventional ",0.780000000,404414.31,6294.51,122625.63,129362.36,146131.81,113633.89,5773.97,26723.95
"Great Lakes",Weekly,"2020-02-02 00:00:00","Conventional ",0.720000000,7046734.20,1131463.36,1380279.90,530981.39,4004009.55,3139069.62,755153.63,109786.30
Harrisburg/Scranton,Weekly,"2020-02-02 00:00:00","Conventional ",1.010000000,415435.12,78854.79,199246.33,399.33,136934.67,115148.36,17940.75,3845.56
Hartford/Springfield,Weekly,"2020-02-02 00:00:00","Conventional ",1.220000000,504436.46,9467.39,411735.48,728.76,82504.83,64182.61,16886.67,1435.55
Houston,Weekly,"2020-02-02 00:00:00","Conventional ",0.630000000,1844743.02,628438.33,237810.33,1439.47,977054.89,334563.35,632051.54,10440.00
Indianapolis,Weekly,"2020-02-02 00:00:00","Conventional ",0.690000000,398754.54,96314.99,53935.67,3782.57,244721.31,224599.67,17931.08,2190.56
Jacksonville,Weekly,"2020-02-02 00:00:00","Conventional ",0.880000000,371039.80,165392.98,15287.84,441.90,189917.08,43135.73,146781.35,0.00
"Las Vegas",Weekly,"2020-02-02 00:00:00","Conventional ",0.940000000,456825.90,85862.80,69430.07,332.68,301200.35,74617.68,226573.52,9.15
"Los Angeles",Weekly,"2020-02-02 00:00:00","Conventional ",0.790000000,5383597.90,1688992.46,115192.13,243289.68,3336123.63,2010671.28,846378.82,479073.53
Louisville,Weekly,"2020-02-02 00:00:00","Conventional ",0.830000000,172561.58,33355.17,28129.20,172.00,110905.21,54100.71,56804.50,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-02-02 00:00:00","Conventional ",0.900000000,1515888.74,631429.02,57976.19,1785.83,824697.70,199010.31,625651.44,35.95
Midsouth,Weekly,"2020-02-02 00:00:00","Conventional ",0.880000000,5587643.76,1641961.27,1186038.18,21386.19,2738258.12,1723937.81,1004715.36,9604.95
Nashville,Weekly,"2020-02-02 00:00:00","Conventional ",0.780000000,370280.16,143237.57,20268.50,155.24,206618.85,135725.30,70868.06,25.49
"New Orleans/Mobile",Weekly,"2020-02-02 00:00:00","Conventional ",0.600000000,572910.37,280765.88,39463.74,70.41,252610.34,176193.44,68103.57,8313.33
"New York",Weekly,"2020-02-02 00:00:00","Conventional ",1.270000000,3046976.29,73326.12,2182641.25,9197.49,778713.65,620127.88,150716.83,7868.94
Northeast,Weekly,"2020-02-02 00:00:00","Conventional ",1.150000000,7853518.54,359434.96,5286223.56,14776.36,2189985.88,1451187.60,710238.44,28559.84
"Northern New England",Weekly,"2020-02-02 00:00:00","Conventional ",0.930000000,851592.60,12098.28,719472.60,239.97,119781.75,30810.35,88934.73,36.67
Orlando,Weekly,"2020-02-02 00:00:00","Conventional ",0.880000000,820587.57,310374.75,22880.67,1313.98,486018.17,124202.97,361811.87,3.33
Philadelphia,Weekly,"2020-02-02 00:00:00","Conventional ",1.140000000,752075.14,35163.39,441079.89,1170.19,274661.67,216970.16,53206.07,4485.44
Phoenix/Tucson,Weekly,"2020-02-02 00:00:00","Conventional ",0.740000000,1714623.50,509162.05,314475.75,5574.80,885410.90,243963.87,641318.45,128.58
Pittsburgh,Weekly,"2020-02-02 00:00:00","Conventional ",0.960000000,177110.14,66765.70,12318.42,419.75,97606.27,27950.73,69654.43,1.11
Plains,Weekly,"2020-02-02 00:00:00","Conventional ",0.760000000,3587553.87,1757946.12,741630.92,3870.82,1084106.01,757319.30,270430.71,56356.00
Portland,Weekly,"2020-02-02 00:00:00","Conventional ",0.870000000,988467.11,84203.28,138920.48,3450.64,761892.71,441345.11,293146.87,27400.73
Raleigh/Greensboro,Weekly,"2020-02-02 00:00:00","Conventional ",0.770000000,634425.45,249992.39,99257.86,3715.70,281459.50,205769.03,75683.80,6.67
Richmond/Norfolk,Weekly,"2020-02-02 00:00:00","Conventional ",0.740000000,502575.40,146134.26,108089.73,1027.91,247323.50,149527.89,97728.95,66.66
Roanoke,Weekly,"2020-02-02 00:00:00","Conventional ",0.750000000,288859.22,89351.19,45630.75,114.30,153762.98,68343.66,85379.32,40.00
Sacramento,Weekly,"2020-02-02 00:00:00","Conventional ",0.980000000,810953.94,204718.46,352816.51,4323.21,249095.76,98884.16,142068.74,8142.86
"San Diego",Weekly,"2020-02-02 00:00:00","Conventional ",0.770000000,1100167.10,165920.66,48892.34,16251.17,869102.93,563616.02,303605.45,1881.46
"San Francisco",Weekly,"2020-02-02 00:00:00","Conventional ",0.990000000,1469440.60,374771.23,383222.83,11586.90,699859.64,145664.56,541920.94,12274.14
Seattle,Weekly,"2020-02-02 00:00:00","Conventional ",1.120000000,801237.11,88517.72,105579.31,699.21,606440.87,306249.67,299121.82,1069.38
"South Carolina",Weekly,"2020-02-02 00:00:00","Conventional ",0.850000000,697351.05,303103.30,63576.62,1317.37,329353.76,208358.37,120790.95,204.44
"South Central",Weekly,"2020-02-02 00:00:00","Conventional ",0.660000000,10188128.71,3942962.47,1159692.28,245475.52,4839998.44,2615445.12,2137235.46,87317.86
Southeast,Weekly,"2020-02-02 00:00:00","Conventional ",0.880000000,7902525.57,3349271.58,379627.89,8892.81,4164733.29,1628894.98,2526795.33,9042.98
Spokane,Weekly,"2020-02-02 00:00:00","Conventional ",0.980000000,140713.83,21825.74,14936.78,19.32,103931.99,60938.53,42977.25,16.21
"St. Louis",Weekly,"2020-02-02 00:00:00","Conventional ",0.860000000,307137.85,146301.87,11998.29,176.40,148661.29,134852.31,5570.65,8238.33
Syracuse,Weekly,"2020-02-02 00:00:00","Conventional ",0.950000000,140506.77,3959.85,78843.31,9.39,57694.22,29589.93,26397.62,1706.67
Tampa,Weekly,"2020-02-02 00:00:00","Conventional ",0.880000000,890295.47,316326.11,26906.19,1233.41,545829.76,122991.80,422811.29,26.67
"Total U.S.",Weekly,"2020-02-02 00:00:00","Conventional ",0.850000000,63428864.75,17494332.27,13036382.62,1205863.48,31689188.60,17403574.03,13327600.76,958013.81
West,Weekly,"2020-02-02 00:00:00","Conventional ",0.890000000,10065327.68,2173287.69,1454439.82,70713.86,6366886.31,2737871.91,3533282.33,95732.07
"West Tex/New Mexico",Weekly,"2020-02-02 00:00:00","Conventional ",0.790000000,1275439.33,504216.81,100162.86,130997.83,540061.83,293885.55,245378.19,798.09
Albany,Weekly,"2020-02-02 00:00:00",Organic,1.580000000,2390.28,139.10,261.99,0.00,1989.19,1230.16,759.03,0.00
Atlanta,Weekly,"2020-02-02 00:00:00",Organic,1.500000000,28670.48,118.06,3873.11,0.00,24679.31,8854.47,15824.84,0.00
Baltimore/Washington,Weekly,"2020-02-02 00:00:00",Organic,1.100000000,60918.56,241.81,3306.57,25.26,57344.92,56132.36,1212.56,0.00
Boise,Weekly,"2020-02-02 00:00:00",Organic,1.430000000,3629.49,0.00,540.68,0.00,3088.81,1304.64,1784.17,0.00
Boston,Weekly,"2020-02-02 00:00:00",Organic,1.730000000,23966.63,56.26,1935.83,0.00,21974.54,18003.20,3971.34,0.00
Buffalo/Rochester,Weekly,"2020-02-02 00:00:00",Organic,1.190000000,11945.76,1068.74,316.66,0.00,10560.36,4339.10,6221.26,0.00
California,Weekly,"2020-02-02 00:00:00",Organic,1.730000000,321898.48,16184.11,18126.79,0.00,287587.58,235561.49,52026.09,0.00
Charlotte,Weekly,"2020-02-02 00:00:00",Organic,1.530000000,16890.31,79.14,3295.98,33.19,13482.00,4832.01,8649.99,0.00
Chicago,Weekly,"2020-02-02 00:00:00",Organic,1.020000000,99504.91,1688.41,11413.13,0.00,86403.37,83578.74,2824.63,0.00
Cincinnati/Dayton,Weekly,"2020-02-02 00:00:00",Organic,1.200000000,23358.77,58.09,2421.69,0.00,20878.99,9923.60,10955.39,0.00
Columbus,Weekly,"2020-02-02 00:00:00",Organic,0.910000000,22617.32,624.69,1034.72,0.00,20957.91,16470.24,4487.67,0.00
"Dallas/Ft. Worth",Weekly,"2020-02-02 00:00:00",Organic,1.230000000,33979.46,6302.43,49.74,327.90,27299.39,15682.72,11616.67,0.00
Denver,Weekly,"2020-02-02 00:00:00",Organic,1.300000000,64312.26,6711.01,1798.46,0.00,55802.79,55645.37,157.42,0.00
Detroit,Weekly,"2020-02-02 00:00:00",Organic,0.790000000,43920.88,360.25,2026.23,0.00,41534.40,34042.79,7491.61,0.00
"Grand Rapids",Weekly,"2020-02-02 00:00:00",Organic,1.050000000,8913.64,0.00,783.27,0.00,8130.37,8125.66,4.71,0.00
"Great Lakes",Weekly,"2020-02-02 00:00:00",Organic,0.980000000,330185.56,6459.48,24267.70,0.00,299448.23,256141.02,43307.21,0.00
Harrisburg/Scranton,Weekly,"2020-02-02 00:00:00",Organic,1.010000000,21424.29,466.53,592.36,0.00,20365.40,20016.30,349.10,0.00
Hartford/Springfield,Weekly,"2020-02-02 00:00:00",Organic,1.900000000,14346.53,417.74,8386.15,1.41,5541.23,5367.76,173.47,0.00
Houston,Weekly,"2020-02-02 00:00:00",Organic,1.460000000,15030.12,3544.40,36.10,0.00,11449.62,11449.62,0.00,0.00
Indianapolis,Weekly,"2020-02-02 00:00:00",Organic,0.950000000,13359.18,220.00,931.18,0.00,12208.00,8884.17,3323.83,0.00
Jacksonville,Weekly,"2020-02-02 00:00:00",Organic,1.210000000,3478.18,53.43,159.71,0.00,3265.04,3224.44,40.60,0.00
"Las Vegas",Weekly,"2020-02-02 00:00:00",Organic,1.500000000,13281.81,839.84,491.28,0.00,11950.69,10546.38,1404.31,0.00
"Los Angeles",Weekly,"2020-02-02 00:00:00",Organic,1.630000000,134778.12,8054.88,1703.18,0.00,125020.06,93396.15,31623.91,0.00
Louisville,Weekly,"2020-02-02 00:00:00",Organic,1.200000000,6091.23,2.40,819.84,0.00,5268.99,3102.51,2166.48,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-02-02 00:00:00",Organic,1.150000000,9505.88,238.09,0.00,0.00,9267.79,9267.79,0.00,0.00
Midsouth,Weekly,"2020-02-02 00:00:00",Organic,1.410000000,218102.74,1757.25,25247.20,269.18,190829.11,142734.43,48094.68,0.00
Nashville,Weekly,"2020-02-02 00:00:00",Organic,1.520000000,12287.83,19.43,1505.38,0.00,10763.02,3521.61,7241.41,0.00
"New Orleans/Mobile",Weekly,"2020-02-02 00:00:00",Organic,1.180000000,3859.99,510.33,0.00,0.00,3349.66,3349.66,0.00,0.00
"New York",Weekly,"2020-02-02 00:00:00",Organic,1.560000000,116908.61,23472.67,29109.39,643.48,63683.07,56726.49,6956.58,0.00
Northeast,Weekly,"2020-02-02 00:00:00",Organic,1.460000000,293338.83,33369.92,44997.42,568.70,214402.79,179502.43,34900.36,0.00
"Northern New England",Weekly,"2020-02-02 00:00:00",Organic,1.620000000,21289.77,13.21,652.40,0.00,20624.16,13547.31,7076.85,0.00
Orlando,Weekly,"2020-02-02 00:00:00",Organic,1.120000000,9227.62,51.78,1.40,0.00,9174.44,9174.44,0.00,0.00
Philadelphia,Weekly,"2020-02-02 00:00:00",Organic,1.340000000,34499.33,2150.30,2992.09,0.00,29356.94,25725.88,3631.06,0.00
Phoenix/Tucson,Weekly,"2020-02-02 00:00:00",Organic,1.470000000,24152.99,2343.98,906.30,0.00,20902.71,17626.31,3276.40,0.00
Pittsburgh,Weekly,"2020-02-02 00:00:00",Organic,1.100000000,17434.83,2645.80,26.31,0.00,14762.72,14762.72,0.00,0.00
Plains,Weekly,"2020-02-02 00:00:00",Organic,1.350000000,59997.11,3644.97,4739.43,6.47,51606.24,42100.55,9505.69,0.00
Portland,Weekly,"2020-02-02 00:00:00",Organic,1.430000000,47644.78,151.70,6370.82,0.00,41122.26,14268.34,26853.92,0.00
Raleigh/Greensboro,Weekly,"2020-02-02 00:00:00",Organic,1.880000000,18209.86,571.91,2827.96,103.54,14706.45,11290.25,3416.20,0.00
Richmond/Norfolk,Weekly,"2020-02-02 00:00:00",Organic,1.610000000,16148.26,57.98,1683.14,14.66,14392.48,11414.75,2977.73,0.00
Roanoke,Weekly,"2020-02-02 00:00:00",Organic,1.280000000,13128.54,7.29,1382.08,0.00,11739.17,6944.78,4794.39,0.00
Sacramento,Weekly,"2020-02-02 00:00:00",Organic,1.700000000,17145.13,1498.08,2666.93,0.00,12980.12,12972.25,7.87,0.00
"San Diego",Weekly,"2020-02-02 00:00:00",Organic,1.810000000,34872.98,768.02,908.60,0.00,33196.36,21552.23,11644.13,0.00
"San Francisco",Weekly,"2020-02-02 00:00:00",Organic,1.850000000,66734.09,3018.71,5531.09,0.00,58184.29,58051.11,133.18,0.00
Seattle,Weekly,"2020-02-02 00:00:00",Organic,1.370000000,120818.85,339.39,16581.69,16.02,103881.75,8738.52,94994.91,148.32
"South Carolina",Weekly,"2020-02-02 00:00:00",Organic,1.640000000,17845.20,483.71,3126.46,66.55,14168.48,5682.00,8486.48,0.00
"South Central",Weekly,"2020-02-02 00:00:00",Organic,1.330000000,126275.95,21165.12,1672.22,2881.51,100557.10,69423.97,31133.13,0.00
Southeast,Weekly,"2020-02-02 00:00:00",Organic,1.380000000,123768.73,1605.92,11410.98,71.80,110680.03,74168.87,36511.16,0.00
Spokane,Weekly,"2020-02-02 00:00:00",Organic,1.560000000,5512.70,21.47,783.62,0.00,4707.61,1651.84,3055.77,0.00
"St. Louis",Weekly,"2020-02-02 00:00:00",Organic,2.110000000,6837.84,1075.04,1390.30,0.00,4372.50,2471.11,1901.39,0.00
Syracuse,Weekly,"2020-02-02 00:00:00",Organic,1.300000000,3754.61,422.56,112.81,0.00,3219.24,1793.96,1425.28,0.00
Tampa,Weekly,"2020-02-02 00:00:00",Organic,1.150000000,8706.35,175.24,0.00,0.00,8531.11,8531.11,0.00,0.00
"Total U.S.",Weekly,"2020-02-02 00:00:00",Organic,1.390000000,1880070.18,102256.45,164462.50,4846.62,1608494.46,1196781.92,411511.17,201.37
West,Weekly,"2020-02-02 00:00:00",Organic,1.400000000,406502.88,18069.67,34000.76,1048.97,353383.48,197149.25,156032.86,201.37
"West Tex/New Mexico",Weekly,"2020-02-02 00:00:00",Organic,1.450000000,22561.81,850.70,571.24,2154.49,18985.38,17287.37,1698.01,0.00
Albany,Weekly,"2020-02-09 00:00:00","Conventional ",1.140000000,128069.92,4697.68,97662.45,118.37,25591.42,10923.15,13096.05,1572.22
Atlanta,Weekly,"2020-02-09 00:00:00","Conventional ",0.950000000,874514.64,328125.60,67151.85,149.94,479087.25,292118.48,186950.58,18.19
Baltimore/Washington,Weekly,"2020-02-09 00:00:00","Conventional ",1.080000000,1196450.98,122987.76,577234.27,1811.11,494417.84,312869.36,176335.14,5213.34
Boise,Weekly,"2020-02-09 00:00:00","Conventional ",0.970000000,138762.65,54658.92,5782.57,1831.26,76489.90,36876.99,31295.55,8317.36
Boston,Weekly,"2020-02-09 00:00:00","Conventional ",1.240000000,820684.32,18612.56,518689.86,729.10,282652.80,119126.61,161666.19,1860.00
Buffalo/Rochester,Weekly,"2020-02-09 00:00:00","Conventional ",1.010000000,202013.58,10265.37,75793.18,67.53,115887.50,47896.03,64811.47,3180.00
California,Weekly,"2020-02-09 00:00:00","Conventional ",1.110000000,6851596.06,2112905.16,674538.79,291473.83,3772678.28,1822860.18,1470506.95,479311.15
Charlotte,Weekly,"2020-02-09 00:00:00","Conventional ",1.030000000,337217.22,131357.11,42966.89,1967.96,160925.26,127156.72,33746.32,22.22
Chicago,Weekly,"2020-02-09 00:00:00","Conventional ",0.980000000,819224.47,88789.03,339700.08,18747.95,371987.41,255612.32,116037.40,337.69
Cincinnati/Dayton,Weekly,"2020-02-09 00:00:00","Conventional ",0.800000000,411678.83,56954.64,21874.51,37067.86,295781.82,248902.13,39855.83,7023.86
Columbus,Weekly,"2020-02-09 00:00:00","Conventional ",0.750000000,273894.07,78837.40,19593.75,2159.49,173303.43,145882.13,26770.76,650.54
"Dallas/Ft. Worth",Weekly,"2020-02-09 00:00:00","Conventional ",0.680000000,1847053.36,794869.24,202406.36,10145.81,839631.95,447046.39,392322.29,263.27
Denver,Weekly,"2020-02-09 00:00:00","Conventional ",0.940000000,1131741.25,232323.72,152931.87,3353.33,743132.33,221146.44,508968.90,13016.99
Detroit,Weekly,"2020-02-09 00:00:00","Conventional ",0.880000000,543880.81,122225.74,49767.15,61002.34,310885.58,279929.18,24998.31,5958.09
"Grand Rapids",Weekly,"2020-02-09 00:00:00","Conventional ",1.350000000,181904.25,6359.38,60999.14,62236.75,52308.98,33254.12,7329.79,11725.07
"Great Lakes",Weekly,"2020-02-09 00:00:00","Conventional ",0.900000000,4602190.37,884984.73,896740.63,298160.83,2522304.18,1901348.01,569253.79,51702.38
Harrisburg/Scranton,Weekly,"2020-02-09 00:00:00","Conventional ",0.960000000,477559.64,78039.12,267301.22,200.04,132019.26,107074.85,20476.63,4467.78
Hartford/Springfield,Weekly,"2020-02-09 00:00:00","Conventional ",1.420000000,419147.98,10103.71,317540.95,334.21,91169.11,65896.89,23058.89,2213.33
Houston,Weekly,"2020-02-09 00:00:00","Conventional ",0.620000000,1643929.09,631435.75,211778.88,1291.83,799422.63,272215.98,516709.99,10496.66
Indianapolis,Weekly,"2020-02-09 00:00:00","Conventional ",0.760000000,289232.95,83237.75,41886.07,3663.00,160446.13,151706.57,7588.26,1151.30
Jacksonville,Weekly,"2020-02-09 00:00:00","Conventional ",1.010000000,269266.19,104719.24,9956.99,301.05,154288.91,43494.36,110790.11,4.44
"Las Vegas",Weekly,"2020-02-09 00:00:00","Conventional ",0.880000000,415438.55,91777.15,54405.71,122.13,269133.56,76748.05,192284.40,101.11
"Los Angeles",Weekly,"2020-02-09 00:00:00","Conventional ",1.040000000,3419597.99,978147.40,75145.36,225266.42,2141038.81,1093146.19,651430.92,396461.70
Louisville,Weekly,"2020-02-09 00:00:00","Conventional ",0.930000000,141569.26,28059.43,22626.46,97.64,90785.73,38219.44,52566.29,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-02-09 00:00:00","Conventional ",1.040000000,1084311.24,458758.80,39343.29,510.19,585698.96,209591.01,376094.82,13.13
Midsouth,Weekly,"2020-02-09 00:00:00","Conventional ",0.990000000,4554970.16,1157402.96,1146374.25,16587.50,2234605.45,1343277.51,869252.46,22075.48
Nashville,Weekly,"2020-02-09 00:00:00","Conventional ",0.860000000,312298.91,109830.98,16884.03,5.17,185578.73,116793.45,68757.79,27.49
"New Orleans/Mobile",Weekly,"2020-02-09 00:00:00","Conventional ",0.860000000,367921.31,192872.83,18092.08,5.00,156951.40,103724.67,44363.40,8863.33
"New York",Weekly,"2020-02-09 00:00:00","Conventional ",1.300000000,2349123.76,54631.56,1339063.68,3866.23,951562.29,706034.69,236387.67,9139.93
Northeast,Weekly,"2020-02-09 00:00:00","Conventional ",1.190000000,6582820.81,309813.83,3823702.80,6798.00,2442506.18,1576729.81,827554.14,38222.23
"Northern New England",Weekly,"2020-02-09 00:00:00","Conventional ",1.040000000,613459.06,10944.05,454006.58,110.92,148397.51,27893.88,118300.30,2203.33
Orlando,Weekly,"2020-02-09 00:00:00","Conventional ",0.980000000,632691.27,243403.94,16722.94,134.19,372430.20,129180.29,243238.82,11.09
Philadelphia,Weekly,"2020-02-09 00:00:00","Conventional ",1.030000000,798501.28,29883.19,388703.10,566.06,379348.93,319139.83,54688.85,5520.25
Phoenix/Tucson,Weekly,"2020-02-09 00:00:00","Conventional ",0.760000000,1438239.82,412361.74,253463.05,3625.11,768789.92,233288.95,535473.65,27.32
Pittsburgh,Weekly,"2020-02-09 00:00:00","Conventional ",1.250000000,116638.18,39648.59,7988.33,285.57,68715.69,30181.64,38530.72,3.33
Plains,Weekly,"2020-02-09 00:00:00","Conventional ",0.930000000,2440147.50,1006578.24,512021.67,2331.12,919216.47,574885.97,285037.86,59292.64
Portland,Weekly,"2020-02-09 00:00:00","Conventional ",1.060000000,757961.84,101975.40,105861.02,2916.94,547208.48,234386.61,291717.36,21104.51
Raleigh/Greensboro,Weekly,"2020-02-09 00:00:00","Conventional ",1.010000000,439415.93,174869.10,57112.93,2372.27,205061.63,130357.00,74687.96,16.67
Richmond/Norfolk,Weekly,"2020-02-09 00:00:00","Conventional ",0.890000000,371930.56,81810.25,91796.12,694.04,197630.15,108640.15,83950.00,5040.00
Roanoke,Weekly,"2020-02-09 00:00:00","Conventional ",0.870000000,229301.09,55211.33,41151.86,52.24,132885.66,57040.60,74586.93,1258.13
Sacramento,Weekly,"2020-02-09 00:00:00","Conventional ",1.320000000,473639.46,163962.37,142373.82,5214.49,162088.78,89993.58,66141.16,5954.04
"San Diego",Weekly,"2020-02-09 00:00:00","Conventional ",1.030000000,605227.62,126793.59,30859.31,14731.94,432842.78,192873.06,230448.62,9521.10
"San Francisco",Weekly,"2020-02-09 00:00:00","Conventional ",1.330000000,870197.43,277911.93,177232.40,11314.57,403738.53,132875.35,259417.51,11445.67
Seattle,Weekly,"2020-02-09 00:00:00","Conventional ",1.310000000,633151.38,85068.34,88356.47,589.93,459136.64,159867.61,298203.59,1065.44
"South Carolina",Weekly,"2020-02-09 00:00:00","Conventional ",0.990000000,545002.19,224569.00,48977.02,783.63,270672.54,174734.60,95889.54,48.40
