Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Houston,Weekly,"2020-04-05 00:00:00","Conventional ",0.860000000,1813357.04,729848.77,296559.97,2658.40,784289.90,428889.70,343096.52,12303.68
Houston,Weekly,"2020-03-29 00:00:00","Conventional ",0.900000000,1608774.66,540716.85,234133.45,4331.99,829592.37,396359.43,421296.23,11936.71
Indianapolis,Weekly,"2020-04-19 00:00:00","Conventional ",1.120000000,279648.39,93672.63,25239.01,3786.63,156950.12,151077.85,5269.87,602.40
Indianapolis,Weekly,"2020-04-12 00:00:00","Conventional ",1.010000000,315138.94,103357.48,26850.35,3635.79,181295.32,175001.09,4169.65,2124.58
Indianapolis,Weekly,"2020-04-05 00:00:00","Conventional ",0.940000000,324191.05,104152.14,29698.13,3314.78,187026.00,179569.77,4682.48,2773.75
Indianapolis,Weekly,"2020-03-29 00:00:00","Conventional ",0.950000000,291479.47,86709.95,26213.30,3227.33,175328.89,167523.16,4769.86,3035.87
Jacksonville,Weekly,"2020-04-19 00:00:00","Conventional ",1.260000000,266140.19,101120.08,41803.25,88.00,123128.86,61321.77,61798.20,8.89
Jacksonville,Weekly,"2020-04-12 00:00:00","Conventional ",1.300000000,237887.07,79565.87,29355.77,100.85,128864.58,53845.62,74948.97,69.99
Jacksonville,Weekly,"2020-04-05 00:00:00","Conventional ",1.260000000,279372.31,98772.00,22117.85,146.71,158335.75,63068.43,90952.88,4314.44
Jacksonville,Weekly,"2020-03-29 00:00:00","Conventional ",1.290000000,271480.60,113686.30,7923.88,212.95,149657.47,131470.69,17706.78,480.00
"Las Vegas",Weekly,"2020-04-19 00:00:00","Conventional ",1.010000000,463740.96,71878.89,57937.95,134.27,333789.85,102878.19,225302.16,5609.50
"Las Vegas",Weekly,"2020-04-12 00:00:00","Conventional ",1.140000000,400297.10,80949.22,45434.69,157.58,273755.61,120922.22,147113.79,5719.60
"Las Vegas",Weekly,"2020-04-05 00:00:00","Conventional ",1.040000000,437332.41,82761.47,54350.04,123.95,300096.95,122426.38,171728.55,5942.02
"Las Vegas",Weekly,"2020-03-29 00:00:00","Conventional ",1.030000000,364151.98,73800.75,44135.82,91.63,246123.78,95212.32,144759.05,6152.41
"Los Angeles",Weekly,"2020-04-19 00:00:00","Conventional ",1.240000000,3587854.83,1026898.32,169835.92,104073.32,2287047.27,1193782.07,797847.80,295417.40
"Los Angeles",Weekly,"2020-04-12 00:00:00","Conventional ",1.330000000,3286615.74,1030319.61,118229.01,121162.49,2016904.63,1227352.03,507046.89,282505.71
"Los Angeles",Weekly,"2020-04-05 00:00:00","Conventional ",1.290000000,3241375.94,1074451.93,96051.17,121843.48,1949029.36,1205754.24,591694.51,151580.61
"Los Angeles",Weekly,"2020-03-29 00:00:00","Conventional ",1.340000000,2955287.84,908891.75,101701.78,95156.38,1849537.93,1029612.68,631966.93,187958.32
Louisville,Weekly,"2020-04-19 00:00:00","Conventional ",1.080000000,129956.39,40494.80,11394.89,97.04,77969.66,62355.70,15601.29,12.67
Louisville,Weekly,"2020-04-12 00:00:00","Conventional ",1.040000000,146425.39,49409.91,11270.78,152.87,85591.83,70030.13,15555.03,6.67
Louisville,Weekly,"2020-04-05 00:00:00","Conventional ",0.900000000,166873.49,50375.77,10331.52,118.64,106047.56,91850.07,14197.49,0.00
Louisville,Weekly,"2020-03-29 00:00:00","Conventional ",0.840000000,158840.06,44864.02,8741.84,98.43,105135.77,92881.35,12254.42,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-04-19 00:00:00","Conventional ",1.260000000,1157184.75,585365.62,41098.66,347.72,530310.26,495723.08,34558.29,28.89
"Miami/Ft. Lauderdale",Weekly,"2020-04-12 00:00:00","Conventional ",1.310000000,1050040.91,539754.30,40092.22,523.82,469666.38,422360.39,43013.93,4292.06
"Miami/Ft. Lauderdale",Weekly,"2020-04-05 00:00:00","Conventional ",1.290000000,1201964.92,732861.73,52261.70,752.26,416089.23,352476.94,51372.72,12239.57
"Miami/Ft. Lauderdale",Weekly,"2020-03-29 00:00:00","Conventional ",1.290000000,1168465.86,529350.61,40260.60,710.54,598141.86,548254.80,45663.05,4224.01
Midsouth,Weekly,"2020-04-19 00:00:00","Conventional ",1.170000000,4785192.32,1639147.60,922872.66,14671.04,2208501.02,1644873.58,540836.12,22791.32
Midsouth,Weekly,"2020-04-12 00:00:00","Conventional ",1.160000000,4884481.74,1637071.33,944071.29,11772.31,2291566.81,1659676.23,607470.33,24420.25
Midsouth,Weekly,"2020-04-05 00:00:00","Conventional ",1.090000000,5148227.49,1782262.80,1009663.83,11005.24,2345295.62,1743673.91,581625.80,19995.91
Midsouth,Weekly,"2020-03-29 00:00:00","Conventional ",1.170000000,4650922.87,1567337.72,908531.89,9111.00,2165942.26,1564359.93,580420.81,21161.52
Nashville,Weekly,"2020-04-19 00:00:00","Conventional ",0.990000000,336740.47,142148.61,12857.34,36.93,181697.59,166475.66,15183.04,38.89
Nashville,Weekly,"2020-04-12 00:00:00","Conventional ",0.990000000,325901.17,148374.02,12267.63,25.13,165234.39,147982.90,17214.03,37.46
Nashville,Weekly,"2020-04-05 00:00:00","Conventional ",0.970000000,346272.80,145005.12,8906.47,41.57,192319.64,175799.81,16470.53,49.30
Nashville,Weekly,"2020-03-29 00:00:00","Conventional ",0.990000000,314494.79,130239.00,7244.45,24.26,176987.08,164360.07,12607.39,19.62
"New Orleans/Mobile",Weekly,"2020-04-19 00:00:00","Conventional ",0.930000000,412109.35,191687.71,29072.78,363.69,190985.17,148426.78,33403.95,9154.44
"New Orleans/Mobile",Weekly,"2020-04-12 00:00:00","Conventional ",1.020000000,342378.93,173906.73,17598.28,56.58,150817.34,105566.28,35542.98,9708.08
"New Orleans/Mobile",Weekly,"2020-04-05 00:00:00","Conventional ",0.990000000,366356.64,187601.56,18725.96,21.26,160007.86,123820.81,26497.05,9690.00
"New Orleans/Mobile",Weekly,"2020-03-29 00:00:00","Conventional ",1.010000000,328687.51,160806.67,12473.97,29.00,155377.87,134483.61,13894.26,7000.00
"New York",Weekly,"2020-04-19 00:00:00","Conventional ",1.550000000,1949917.80,85076.80,1022381.78,1102.38,841356.84,682672.40,154683.72,4000.72
"New York",Weekly,"2020-04-12 00:00:00","Conventional ",1.560000000,2069103.19,81900.14,1101338.54,1783.37,884081.14,718120.27,160331.17,5629.70
"New York",Weekly,"2020-04-05 00:00:00","Conventional ",1.570000000,2189933.35,92232.12,1179802.19,1045.63,916853.41,692034.70,219051.04,5767.67
"New York",Weekly,"2020-03-29 00:00:00","Conventional ",1.580000000,2005974.08,79963.85,1200787.68,1146.55,724076.00,496392.71,223073.65,4609.64
Northeast,Weekly,"2020-04-19 00:00:00","Conventional ",1.410000000,6089881.14,653842.41,3008228.83,11813.51,2415996.39,1805443.36,582068.92,28484.11
Northeast,Weekly,"2020-04-12 00:00:00","Conventional ",1.400000000,6338286.86,657011.93,3174682.62,13396.67,2493195.64,1947765.75,512601.62,32828.27
Northeast,Weekly,"2020-04-05 00:00:00","Conventional ",1.430000000,6341257.08,615079.87,3312227.50,10906.79,2403042.92,1801823.02,567843.02,33376.88
Northeast,Weekly,"2020-03-29 00:00:00","Conventional ",1.380000000,6144063.96,644514.41,3400068.94,11626.56,2087854.05,1453336.58,603652.66,30864.81
"Northern New England",Weekly,"2020-04-19 00:00:00","Conventional ",1.350000000,629676.74,80652.91,396337.07,154.68,152532.08,54709.69,95669.75,2152.64
"Northern New England",Weekly,"2020-04-12 00:00:00","Conventional ",1.290000000,650767.48,79918.90,405111.70,209.97,165526.91,85454.78,76784.39,3287.74
"Northern New England",Weekly,"2020-04-05 00:00:00","Conventional ",1.300000000,607413.94,78651.03,392311.32,193.72,136257.87,80865.41,52730.68,2661.78
"Northern New England",Weekly,"2020-03-29 00:00:00","Conventional ",1.100000000,764712.99,111003.15,500923.43,156.64,152629.77,74060.55,74628.12,3941.10
Orlando,Weekly,"2020-04-19 00:00:00","Conventional ",1.170000000,671907.98,304773.22,17091.90,149.00,349893.86,308656.03,41181.16,56.67
Orlando,Weekly,"2020-04-12 00:00:00","Conventional ",1.200000000,606746.05,253169.86,13155.81,114.43,340305.95,290193.64,48576.75,1535.56
Orlando,Weekly,"2020-04-05 00:00:00","Conventional ",1.190000000,657548.27,285062.60,15910.03,104.41,356471.23,290626.91,58419.49,7424.83
Orlando,Weekly,"2020-03-29 00:00:00","Conventional ",1.190000000,656117.33,320620.08,15733.35,109.00,319654.90,264522.71,53987.74,1144.45
Philadelphia,Weekly,"2020-04-19 00:00:00","Conventional ",1.360000000,612093.83,106704.67,236550.97,264.64,268573.55,201274.85,63089.56,4209.14
Philadelphia,Weekly,"2020-04-12 00:00:00","Conventional ",1.340000000,658106.07,108980.67,240735.13,280.26,308110.01,237766.86,66693.14,3650.01
Philadelphia,Weekly,"2020-04-05 00:00:00","Conventional ",1.330000000,666297.76,111784.09,259314.15,428.37,294771.15,206981.26,83317.73,4472.16
Philadelphia,Weekly,"2020-03-29 00:00:00","Conventional ",1.380000000,603470.45,93475.95,238527.05,364.20,271103.25,171339.70,96213.47,3550.08
Phoenix/Tucson,Weekly,"2020-04-19 00:00:00","Conventional ",0.890000000,1460289.70,301648.95,260132.62,4681.83,893794.81,222247.78,661405.72,10141.31
Phoenix/Tucson,Weekly,"2020-04-12 00:00:00","Conventional ",0.980000000,1313242.72,393702.01,198648.26,5004.38,715820.64,317420.71,390183.94,8215.99
Phoenix/Tucson,Weekly,"2020-04-05 00:00:00","Conventional ",0.930000000,1365530.57,357577.06,197419.15,5346.84,805086.14,323691.78,474900.42,6493.94
Phoenix/Tucson,Weekly,"2020-03-29 00:00:00","Conventional ",0.910000000,1279263.09,310994.33,196594.29,6208.28,765392.57,211182.09,546422.31,7788.17
Pittsburgh,Weekly,"2020-04-19 00:00:00","Conventional ",0.910000000,234056.32,86632.66,18735.77,70.50,128617.39,119959.31,8658.08,0.00
Pittsburgh,Weekly,"2020-04-12 00:00:00","Conventional ",1.320000000,126836.83,44255.58,16425.81,79.44,66076.00,60833.77,5242.23,0.00
Pittsburgh,Weekly,"2020-04-05 00:00:00","Conventional ",1.330000000,125230.41,49716.08,17642.56,188.96,57682.81,51482.86,6189.95,10.00
Pittsburgh,Weekly,"2020-03-29 00:00:00","Conventional ",1.040000000,176014.68,64471.64,18812.11,483.23,92247.70,87764.10,4483.60,0.00
Plains,Weekly,"2020-04-19 00:00:00","Conventional ",1.120000000,2559526.21,1048982.08,449459.19,5119.74,1055965.20,889068.89,65293.58,101602.73
Plains,Weekly,"2020-04-12 00:00:00","Conventional ",1.200000000,2501285.65,994206.61,509274.94,2300.86,995503.24,766290.60,152355.25,76857.39
Plains,Weekly,"2020-04-05 00:00:00","Conventional ",1.170000000,2611015.94,1101623.44,476461.83,1809.66,1031121.01,847298.25,124310.96,59511.80
Plains,Weekly,"2020-03-29 00:00:00","Conventional ",1.190000000,2426431.49,980388.85,448549.77,2070.73,995422.14,796324.37,142344.52,56753.25
Portland,Weekly,"2020-04-19 00:00:00","Conventional ",1.260000000,856616.50,165523.74,86250.36,3327.09,601512.19,361619.76,216389.71,23502.72
Portland,Weekly,"2020-04-12 00:00:00","Conventional ",1.380000000,797985.07,146057.65,97110.87,3647.63,551161.72,271125.44,244163.59,35872.69
Portland,Weekly,"2020-04-05 00:00:00","Conventional ",1.280000000,825190.96,142969.13,86703.82,3676.47,591834.35,273332.74,278928.20,39573.41
Portland,Weekly,"2020-03-29 00:00:00","Conventional ",1.400000000,730900.42,107725.67,75904.36,3083.51,544163.13,262069.64,254578.11,27515.38
Raleigh/Greensboro,Weekly,"2020-04-19 00:00:00","Conventional ",1.140000000,505899.09,228769.50,77453.07,2655.83,197020.69,157633.79,39380.23,6.67
Raleigh/Greensboro,Weekly,"2020-04-12 00:00:00","Conventional ",1.180000000,486222.56,206480.77,81607.27,1986.92,196147.60,152848.47,43289.13,10.00
Raleigh/Greensboro,Weekly,"2020-04-05 00:00:00","Conventional ",1.140000000,485568.18,212565.50,77058.30,1809.91,194134.47,142889.32,51245.15,0.00
Raleigh/Greensboro,Weekly,"2020-03-29 00:00:00","Conventional ",1.190000000,483595.92,221929.99,68705.05,1309.04,191651.84,133118.50,58519.46,13.88
Richmond/Norfolk,Weekly,"2020-04-19 00:00:00","Conventional ",1.040000000,389291.53,109543.12,93132.00,835.97,185780.44,150047.09,30397.79,5335.56
Richmond/Norfolk,Weekly,"2020-04-12 00:00:00","Conventional ",1.020000000,415050.24,119059.90,90574.78,787.39,204628.17,160982.29,37628.35,6017.53
Richmond/Norfolk,Weekly,"2020-04-05 00:00:00","Conventional ",1.010000000,430213.69,132121.93,92008.68,565.87,205517.21,165619.23,34859.40,5038.58
Richmond/Norfolk,Weekly,"2020-03-29 00:00:00","Conventional ",1.030000000,383054.86,118274.50,71789.46,610.14,192380.76,154048.35,32378.22,5954.19
Roanoke,Weekly,"2020-04-19 00:00:00","Conventional ",1.010000000,227460.02,84451.56,27580.14,45.58,115382.74,89503.67,24441.30,1437.77
Roanoke,Weekly,"2020-04-12 00:00:00","Conventional ",1.020000000,223589.92,78381.60,26293.60,12.95,118901.77,91782.80,25390.90,1728.07
Roanoke,Weekly,"2020-04-05 00:00:00","Conventional ",0.980000000,245539.74,88153.13,26130.91,32.85,131222.85,103167.08,26531.33,1524.44
Roanoke,Weekly,"2020-03-29 00:00:00","Conventional ",1.000000000,217721.32,72668.15,22196.20,9.38,122847.59,98093.85,23110.42,1643.32
Sacramento,Weekly,"2020-04-19 00:00:00","Conventional ",1.360000000,552309.00,191966.57,194724.34,1560.12,164057.97,108876.84,45989.39,9191.74
Sacramento,Weekly,"2020-04-12 00:00:00","Conventional ",1.430000000,510780.70,165604.36,190698.63,2259.48,152218.23,94754.92,51616.06,5847.25
Sacramento,Weekly,"2020-04-05 00:00:00","Conventional ",1.400000000,583616.08,186419.62,193470.45,2260.66,201465.35,114870.57,80152.70,6442.08
Sacramento,Weekly,"2020-03-29 00:00:00","Conventional ",1.510000000,492736.41,169900.61,159693.10,1624.36,161518.34,88387.52,70336.41,2794.41
"San Diego",Weekly,"2020-04-19 00:00:00","Conventional ",1.160000000,732693.74,122428.67,66815.02,12003.50,531446.55,223372.24,275496.03,32578.28
"San Diego",Weekly,"2020-04-12 00:00:00","Conventional ",1.370000000,619866.59,126572.60,38409.96,16456.28,438427.75,239060.63,153668.44,45698.68
"San Diego",Weekly,"2020-04-05 00:00:00","Conventional ",1.330000000,600708.78,130789.10,35198.89,17562.53,417158.26,234671.15,149418.70,33068.41
"San Diego",Weekly,"2020-03-29 00:00:00","Conventional ",1.360000000,602844.28,110510.78,38604.53,12912.78,440816.19,210045.64,194927.49,35843.06
"San Francisco",Weekly,"2020-04-19 00:00:00","Conventional ",1.240000000,1010744.19,287005.82,278865.08,3499.12,441374.17,198680.90,205319.37,37373.90
"San Francisco",Weekly,"2020-04-12 00:00:00","Conventional ",1.650000000,821431.15,220945.38,224876.95,4405.67,371203.15,156013.86,193989.67,21199.62
"San Francisco",Weekly,"2020-04-05 00:00:00","Conventional ",1.340000000,1255110.30,310542.52,354530.90,3972.27,586064.61,234835.12,327935.40,23294.09
"San Francisco",Weekly,"2020-03-29 00:00:00","Conventional ",1.550000000,1007343.22,316295.15,225451.88,3434.60,462161.59,201306.95,256030.31,4824.33
Seattle,Weekly,"2020-04-19 00:00:00","Conventional ",1.600000000,709205.89,105631.13,108332.06,610.26,494632.44,225716.72,268829.07,86.65
Seattle,Weekly,"2020-04-12 00:00:00","Conventional ",1.660000000,708915.46,108519.02,95063.93,363.08,504969.43,227973.73,276413.17,582.53
Seattle,Weekly,"2020-04-05 00:00:00","Conventional ",1.600000000,683993.92,95957.14,89114.23,489.24,498433.31,222374.46,273822.65,2236.20
Seattle,Weekly,"2020-03-29 00:00:00","Conventional ",1.720000000,610892.11,76787.56,82479.85,209.29,451415.41,195132.01,256125.52,157.88
"South Carolina",Weekly,"2020-04-19 00:00:00","Conventional ",1.160000000,619144.94,270523.71,73399.92,1311.09,273910.22,209628.46,62656.85,1624.91
"South Carolina",Weekly,"2020-04-12 00:00:00","Conventional ",1.170000000,589052.22,253556.24,58958.04,1040.71,275497.23,193573.40,81815.68,108.15
"South Carolina",Weekly,"2020-04-05 00:00:00","Conventional ",1.160000000,637621.91,287904.66,50366.84,1001.95,298348.46,215972.41,80389.89,1986.16
"South Carolina",Weekly,"2020-03-29 00:00:00","Conventional ",1.170000000,571543.65,249683.11,48354.67,746.32,272759.55,238990.30,33556.27,212.98
"South Central",Weekly,"2020-04-19 00:00:00","Conventional ",0.850000000,9401600.36,3790017.13,1176573.25,147641.54,4287368.44,2878646.02,1280880.17,127842.25
"South Central",Weekly,"2020-04-12 00:00:00","Conventional ",0.920000000,8555196.91,3973685.31,1132058.63,60516.78,3388936.19,2229012.21,1051929.57,107994.41
"South Central",Weekly,"2020-04-05 00:00:00","Conventional ",0.910000000,8827001.64,3791305.05,1226951.63,56979.20,3751765.76,2481712.98,1178590.59,91462.19
"South Central",Weekly,"2020-03-29 00:00:00","Conventional ",0.950000000,8026668.25,3126689.77,1089439.68,54536.32,3756002.48,2227544.08,1446152.81,82305.59
Southeast,Weekly,"2020-04-19 00:00:00","Conventional ",1.150000000,6445743.41,3037482.98,333400.18,3003.99,3071791.55,2646244.52,413162.72,12384.31
Southeast,Weekly,"2020-04-12 00:00:00","Conventional ",1.180000000,5882139.74,2718988.39,276283.61,2944.96,2883918.44,2363660.56,497549.39,22708.49
Southeast,Weekly,"2020-04-05 00:00:00","Conventional ",1.160000000,6716805.36,3305733.77,273446.37,3233.70,3134391.52,2541541.51,534348.49,58501.52
Southeast,Weekly,"2020-03-29 00:00:00","Conventional ",1.180000000,6234849.42,2925477.13,233900.46,3148.81,3072317.71,2731871.52,323487.60,16958.59
Spokane,Weekly,"2020-04-19 00:00:00","Conventional ",1.440000000,114782.15,24534.24,10371.41,37.13,79839.37,47601.53,32233.10,4.74
Spokane,Weekly,"2020-04-12 00:00:00","Conventional ",1.430000000,124411.38,27633.06,12817.27,27.73,83933.32,46638.18,37052.22,242.92
Spokane,Weekly,"2020-04-05 00:00:00","Conventional ",1.310000000,125941.27,27570.10,10715.60,19.20,87636.37,45371.05,40928.44,1336.88
Spokane,Weekly,"2020-03-29 00:00:00","Conventional ",1.500000000,99838.68,18505.67,10843.87,57.59,70431.55,36514.36,33831.56,85.63
"St. Louis",Weekly,"2020-04-19 00:00:00","Conventional ",1.200000000,271940.68,125839.68,15094.26,398.43,130608.31,111684.15,2442.19,16481.97
"St. Louis",Weekly,"2020-04-12 00:00:00","Conventional ",1.250000000,239372.46,90676.59,22332.79,147.18,126215.90,101909.01,9812.41,14494.48
"St. Louis",Weekly,"2020-04-05 00:00:00","Conventional ",1.270000000,267771.13,115334.40,15266.77,201.29,136968.67,118868.00,2772.03,15328.64
"St. Louis",Weekly,"2020-03-29 00:00:00","Conventional ",1.210000000,237868.89,114751.31,13003.28,209.61,109904.69,94140.93,1956.11,13807.65
Syracuse,Weekly,"2020-04-19 00:00:00","Conventional ",1.250000000,101424.70,10250.21,34315.85,1124.36,55734.28,40265.89,13468.39,2000.00
Syracuse,Weekly,"2020-04-12 00:00:00","Conventional ",1.180000000,111555.58,14048.11,39953.59,1256.19,56297.69,45890.18,8744.17,1663.34
Syracuse,Weekly,"2020-04-05 00:00:00","Conventional ",1.200000000,102164.65,9092.71,35577.83,1155.59,56338.52,40493.79,14134.73,1710.00
Syracuse,Weekly,"2020-03-29 00:00:00","Conventional ",1.210000000,93761.76,9249.36,38973.77,1335.87,44202.76,36155.43,6761.78,1285.55
Tampa,Weekly,"2020-04-19 00:00:00","Conventional ",1.180000000,682391.99,297403.23,21641.93,477.41,362869.42,326083.04,36643.04,143.34
Tampa,Weekly,"2020-04-12 00:00:00","Conventional ",1.200000000,613163.84,255580.23,16571.81,454.56,340557.24,292465.51,44439.50,3652.23
Tampa,Weekly,"2020-04-05 00:00:00","Conventional ",1.190000000,666800.55,292270.45,22515.08,470.67,351544.35,291190.77,50618.27,9735.31
Tampa,Weekly,"2020-03-29 00:00:00","Conventional ",1.210000000,661173.64,307737.90,18971.11,824.64,333639.99,284304.99,46863.89,2471.11
"Total U.S.",Weekly,"2020-04-19 00:00:00","Conventional ",1.140000000,50089191.60,15371297.43,8761487.94,661170.02,25295051.04,16144250.94,8128235.60,1022564.50
"Total U.S.",Weekly,"2020-04-12 00:00:00","Conventional ",1.200000000,47850537.28,15337307.32,8657849.24,527482.31,23327706.76,15385868.36,7030807.23,911031.17
"Total U.S.",Weekly,"2020-04-05 00:00:00","Conventional ",1.150000000,50361125.91,16273297.88,9157284.74,486270.26,24444067.40,16146224.38,7530461.91,767381.11
"Total U.S.",Weekly,"2020-03-29 00:00:00","Conventional ",1.190000000,46381647.40,14113616.66,8477722.18,419458.24,23370633.92,14907229.13,7758313.73,705091.06
West,Weekly,"2020-04-19 00:00:00","Conventional ",1.110000000,8532573.44,1843527.92,1068154.30,116574.35,5504196.41,2316981.26,3013161.43,174053.72
West,Weekly,"2020-04-12 00:00:00","Conventional ",1.190000000,8080108.03,2074667.00,1010442.45,28736.35,4966074.92,2344182.75,2486828.86,135063.31
West,Weekly,"2020-04-05 00:00:00","Conventional ",1.120000000,8183061.77,1991221.03,1019621.18,28230.42,5143783.51,2424488.22,2571781.51,147513.78
West,Weekly,"2020-03-29 00:00:00","Conventional ",1.200000000,7462905.60,1691362.87,894536.93,28710.60,4848084.11,2049010.31,2672942.40,126131.40
"West Tex/New Mexico",Weekly,"2020-04-19 00:00:00","Conventional ",0.840000000,1288125.00,453244.79,126192.84,29659.76,679027.61,374881.90,302788.35,1357.36
"West Tex/New Mexico",Weekly,"2020-04-12 00:00:00","Conventional ",0.950000000,1081277.96,451915.91,111130.90,22962.74,495268.41,332722.61,161788.76,757.04
"West Tex/New Mexico",Weekly,"2020-04-05 00:00:00","Conventional ",0.940000000,1104047.87,454541.29,120273.45,27110.67,502122.46,309480.15,192230.78,411.53
"West Tex/New Mexico",Weekly,"2020-03-29 00:00:00","Conventional ",0.970000000,993056.58,390754.31,108473.52,25778.95,468049.80,260304.72,207260.53,484.55
Albany,Weekly,"2020-04-19 00:00:00",Organic,1.630000000,4166.85,99.09,864.72,0.00,3203.04,1707.83,1495.21,0.00
Albany,Weekly,"2020-04-12 00:00:00",Organic,1.640000000,4281.24,130.42,583.86,0.00,3566.96,1734.52,1832.44,0.00
Albany,Weekly,"2020-04-05 00:00:00",Organic,1.580000000,3758.90,125.89,497.32,0.00,3135.69,1278.87,1856.82,0.00
Albany,Weekly,"2020-03-29 00:00:00",Organic,1.490000000,2285.95,68.29,253.53,0.00,1964.13,989.00,975.13,0.00
Atlanta,Weekly,"2020-04-19 00:00:00",Organic,1.510000000,37869.29,240.13,3470.15,0.00,34159.01,11103.61,23055.40,0.00
Atlanta,Weekly,"2020-04-12 00:00:00",Organic,1.570000000,48826.01,238.13,4856.13,0.00,43731.75,10971.44,32760.31,0.00
Atlanta,Weekly,"2020-04-05 00:00:00",Organic,1.540000000,52854.68,185.62,4594.79,0.00,48074.27,14937.90,33136.37,0.00
Atlanta,Weekly,"2020-03-29 00:00:00",Organic,1.600000000,37217.86,253.28,3811.21,0.00,33153.37,9885.38,23267.99,0.00
Baltimore/Washington,Weekly,"2020-04-19 00:00:00",Organic,1.560000000,84391.77,377.04,5778.95,16.57,78219.21,70760.94,7458.27,0.00
Baltimore/Washington,Weekly,"2020-04-12 00:00:00",Organic,1.590000000,73995.23,769.06,5897.49,20.34,67308.34,58270.41,9037.93,0.00
Baltimore/Washington,Weekly,"2020-04-05 00:00:00",Organic,1.610000000,77218.38,854.63,5718.07,33.11,70612.57,62176.93,8435.64,0.00
Baltimore/Washington,Weekly,"2020-03-29 00:00:00",Organic,1.390000000,61448.36,659.61,4939.56,52.22,55796.97,49850.16,5946.81,0.00
Boise,Weekly,"2020-04-19 00:00:00",Organic,1.700000000,7429.49,0.00,919.01,7.92,6502.56,2085.05,4417.51,0.00
Boise,Weekly,"2020-04-12 00:00:00",Organic,1.720000000,7267.24,2.64,846.38,2.64,6415.58,3321.43,3048.67,45.48
Boise,Weekly,"2020-04-05 00:00:00",Organic,1.730000000,6099.09,6.60,635.12,0.00,5457.37,2737.32,2720.05,0.00
Boise,Weekly,"2020-03-29 00:00:00",Organic,1.860000000,5539.85,1.32,794.89,7.92,4735.72,2074.35,2661.37,0.00
Boston,Weekly,"2020-04-19 00:00:00",Organic,1.900000000,47137.80,68.09,2293.94,0.00,44775.77,37458.67,7317.10,0.00
Boston,Weekly,"2020-04-12 00:00:00",Organic,1.910000000,58620.34,204.68,2078.07,0.00,56337.59,48007.01,8330.58,0.00
Boston,Weekly,"2020-04-05 00:00:00",Organic,1.870000000,57255.75,118.68,2137.51,0.00,54999.56,45717.72,9281.84,0.00
Boston,Weekly,"2020-03-29 00:00:00",Organic,1.860000000,44509.20,92.17,1838.06,0.00,42578.97,34705.96,7873.01,0.00
Buffalo/Rochester,Weekly,"2020-04-19 00:00:00",Organic,1.530000000,17248.23,1449.42,230.42,6.14,15562.25,10731.90,4830.35,0.00
Buffalo/Rochester,Weekly,"2020-04-12 00:00:00",Organic,1.540000000,17051.05,1199.73,245.23,0.00,15606.09,10254.60,5351.49,0.00
Buffalo/Rochester,Weekly,"2020-04-05 00:00:00",Organic,1.490000000,14450.52,886.12,144.69,0.00,13419.71,7583.20,5836.51,0.00
Buffalo/Rochester,Weekly,"2020-03-29 00:00:00",Organic,1.390000000,12223.27,751.57,179.02,0.00,11292.68,3270.89,8021.79,0.00
California,Weekly,"2020-04-19 00:00:00",Organic,1.730000000,342183.54,44425.43,32242.95,102.46,265412.70,131355.74,134056.96,0.00
California,Weekly,"2020-04-12 00:00:00",Organic,1.800000000,366172.47,54279.67,29063.76,126.11,282702.93,144479.07,138223.86,0.00
California,Weekly,"2020-04-05 00:00:00",Organic,1.800000000,393090.30,48136.88,29274.56,165.52,315513.34,189056.60,126456.74,0.00
California,Weekly,"2020-03-29 00:00:00",Organic,1.840000000,329228.15,28755.65,27373.58,78.82,273020.10,158161.68,114858.42,0.00
Charlotte,Weekly,"2020-04-19 00:00:00",Organic,1.640000000,22006.64,120.33,4908.22,50.16,16927.93,8197.34,8730.59,0.00
Charlotte,Weekly,"2020-04-12 00:00:00",Organic,1.590000000,21863.58,127.90,4940.38,57.88,16737.42,7276.25,9461.17,0.00
Charlotte,Weekly,"2020-04-05 00:00:00",Organic,1.610000000,23755.74,158.34,4694.71,27.01,18875.68,7161.61,11714.07,0.00
Charlotte,Weekly,"2020-03-29 00:00:00",Organic,1.620000000,19482.21,105.35,4555.85,51.21,14769.80,6170.06,8599.74,0.00
Chicago,Weekly,"2020-04-19 00:00:00",Organic,1.760000000,116078.67,1908.26,11071.23,0.00,103099.18,20798.81,82300.37,0.00
Chicago,Weekly,"2020-04-12 00:00:00",Organic,1.830000000,77833.55,990.14,6771.51,0.00,70071.90,13048.69,57023.21,0.00
Chicago,Weekly,"2020-04-05 00:00:00",Organic,1.890000000,70822.08,855.32,6366.72,0.00,63600.04,27352.12,36247.92,0.00
Chicago,Weekly,"2020-03-29 00:00:00",Organic,1.940000000,54095.68,778.70,5481.82,0.00,47835.16,33725.99,14109.17,0.00
Cincinnati/Dayton,Weekly,"2020-04-19 00:00:00",Organic,1.650000000,19229.38,267.41,2777.74,0.00,16184.23,3182.91,13001.32,0.00
Cincinnati/Dayton,Weekly,"2020-04-12 00:00:00",Organic,1.580000000,20268.64,298.71,3199.33,0.00,16770.60,2967.59,13803.01,0.00
